Date,bitcoin_time,bitcoin_high,bitcoin_low,bitcoin_open,bitcoin_volumefrom,bitcoin_volumeto,bitcoin_close,bitcoin_conversionType,bitcoin_top_tier_volume_quote,bitcoin_top_tier_volume_base,bitcoin_top_tier_volume_total,bitcoin_cccagg_volume_quote,bitcoin_cccagg_volume_base,bitcoin_cccagg_volume_total,bitcoin_total_volume_quote,bitcoin_total_volume_base,bitcoin_total_volume_total,bitcoin_volume,S&P 500 Communication Services.csv_Open,S&P 500 Communication Services.csv_High,S&P 500 Communication Services.csv_Low,S&P 500 Communication Services.csv_Close,S&P 500 Communication Services.csv_Volume,S&P 500 Communication Services.csv_Dividends,S&P 500 Communication Services.csv_Stock Splits,S&P 500 Communication Services.csv_Capital Gains
2019.10.28,2019.10.28,9934.71,9201.49,9550.6,54907.49,522287119.7,9222.23,direct,703248803.1,2681542468.0,3384791271.0,2014313574.0,5793529571.0,7807843145.0,6093006181.0,19348551819.0,25441557908.0,13752111817.0,48.61773180113045,48.963762386871565,48.57928273603543,48.819583892822266,2882900,0.0,0.0,0.0
2019.10.29,2019.10.29,9565.11,9099.36,9222.23,40284.46,377872980.9,9432.86,direct,690608828.1,2067770072.0,2758378900.0,2019597871.0,5149841996.0,7169439866.0,6403795844.0,18021872003.0,24425667847.0,12664651033.0,48.72346822698536,48.800366368218285,48.29092901601828,48.377437591552734,1788600,0.0,0.0,0.0
2019.10.30,2019.10.30,9441.8,9018.3,9432.86,34376.01,315824657.2,9169.86,direct,630467122.0,1802129111.0,2432596233.0,1920405358.0,4375096736.0,6295502094.0,6191426200.0,15007204802.0,21198631002.0,11437450104.0,48.49276887775484,48.646561454636846,48.1515417123824,48.511993408203125,3900600,0.0,0.0,0.0
2019.10.31,2019.10.31,9423.16,8972.0,9169.86,35891.86,329788397.2,9157.52,direct,508387323.5,1734659197.0,2243046520.0,1675034584.0,4478448160.0,6153482744.0,5387351342.0,15000312174.0,20387663516.0,10645257018.0,48.86765137601886,48.86765137601886,48.22364226390992,48.65618515014648,4059900,0.0,0.0,0.0
2019.11.11,2019.11.11,9084.49,8619.78,9045.85,25750.4,226035620.3,8726.31,direct,860345053.6,1736631592.0,2596976646.0,1506600301.0,2643885885.0,4150486186.0,5850009407.0,13231909183.0,19081918590.0,6892355356.0,49.26174471561429,49.3674778275304,49.17523613920159,49.30019378662109,1133400,0.0,0.0,0.0
2019.11.12,2019.11.12,8868.85,8576.09,8726.31,22305.54,194901130.1,8815.14,direct,904768163.0,1742276543.0,2647044706.0,1612424066.0,2642185360.0,4254609426.0,6161660506.0,12733057270.0,18894717775.0,7091855411.0,49.34825394535649,49.53088153499882,49.22329629628265,49.35786437988281,6801000,0.0,0.0,0.0
2019.11.13,2019.11.13,8840.33,8721.68,8815.14,15828.57,138900524.5,8773.82,direct,749940948.4,1247796537.0,1997737485.0,1501773357.0,2290515384.0,3792288741.0,5519627183.0,10664983911.0,16184611095.0,6137757981.0,49.24251563701529,49.45878889144637,49.13678253485407,49.33863830566406,1471400,0.0,0.0,0.0
2019.11.14,2019.11.14,8811.04,8584.92,8773.82,18999.7,164630654.0,8640.42,direct,947581468.8,1452386170.0,2399967639.0,1528316194.0,2478109005.0,4006425112.0,1.53e+19,2.25e+21,2.26e+21,6517370392.0,49.30979999756269,49.65583427357515,49.24251596241637,49.559715270996094,1526200,0.0,0.0,0.0
2019.11.15,2019.11.15,8773.4,8393.29,8640.42,31281.14,267441968.2,8468.57,direct,951618461.4,2058364950.0,3009983412.0,1470810483.0,3227294963.0,4698105446.0,5733300055.0,14144976847.0,19878276902.0,7787651072.0,49.828851733524246,49.992254772305365,49.66544502803819,49.9730339050293,2798500,0.0,0.0,0.0
2019.11.18,2019.11.18,8537.87,8075.63,8515.28,30048.32,250358969.4,8190.16,direct,966000952.1,1966661269.0,2932662221.0,1582618524.0,3497691204.0,5080309810.0,5610821527.0,13667902729.0,19278724256.0,8147238893.0,49.896134084906826,50.23255425145648,49.6269979516671,50.14604568481445,1833000,0.0,0.0,0.0
2019.11.19,2019.11.19,8215.95,8016.54,8190.16,24402.6,198180594.4,8133.57,direct,934735322.5,1715496390.0,2650231712.0,1597247296.0,3146311486.0,4743558782.0,5291875107.0,12400906957.0,17692782064.0,7957681142.0,50.29023215399574,50.29023215399574,49.92497332284609,50.17488861083984,2134400,0.0,0.0,0.0
