Date,bitcoin_time,bitcoin_high,bitcoin_low,bitcoin_open,bitcoin_volumefrom,bitcoin_volumeto,bitcoin_close,bitcoin_conversionType,bitcoin_top_tier_volume_quote,bitcoin_top_tier_volume_base,bitcoin_top_tier_volume_total,bitcoin_cccagg_volume_quote,bitcoin_cccagg_volume_base,bitcoin_cccagg_volume_total,bitcoin_total_volume_quote,bitcoin_total_volume_base,bitcoin_total_volume_total,bitcoin_volume,S&P 500 Healthcare.csv_Open,S&P 500 Healthcare.csv_High,S&P 500 Healthcare.csv_Low,S&P 500 Healthcare.csv_Close,S&P 500 Healthcare.csv_Volume,S&P 500 Healthcare.csv_Dividends,S&P 500 Healthcare.csv_Stock Splits,S&P 500 Healthcare.csv_Capital Gains
2016.11.16,2016.11.16,745.98,708.14,711.1,79569.14,58304902.39,740.28,direct,21747457.26,2371720242.0,2393467699.0,22835683.66,5486769187.0,5509604871.0,45328521.45,11044347844.0,11089676373.0,5761405598.0,62.003751844041936,62.303667170373885,61.81850883719141,61.89789581298828,7585000,0.0,0.0,0.0
2016.11.17,2016.11.17,751.91,730.08,740.28,62772.48,46942756.4,737.53,direct,12070932.25,1349672451.0,1361743391.0,13051080.12,3008137311.0,3021188391.0,25998751.16,6079309592.0,6105308343.0,3274968002.0,61.91554898086294,62.16253968511045,61.76558457043386,62.14489364624024,12856200,0.0,0.0,0.0
2016.11.18,2016.11.18,751.43,730.95,737.53,39708.18,29666065.54,746.96,direct,15629898.97,1084259259.0,1099889158.0,16226376.41,2426189213.0,2442415589.0,32390314.44,4891243860.0,4923634175.0,2650810401.0,62.19782723923034,62.365424234491,61.44803208045488,61.48331069946289,12185000,0.0,0.0,0.0
2016.11.21,2016.11.21,744.33,726.55,728.51,32508.2,24010681.87,736.19,direct,5699089.73,931954147.9,937653245.0,6189156.69,1993100564.0,1999289720.0,12252748.82,4026060103.0,4038312852.0,2115100851.0,61.61560548647147,61.76556311481756,61.54503481548875,61.70381546020508,6791800,0.0,0.0,0.0
2016.11.22,2016.11.22,754.01,730.62,736.19,44441.44,33225195.21,749.34,direct,20799235.55,1000634946.0,1021434174.0,21727083.33,2025292833.0,2047019916.0,43290915.44,4094777332.0,4138068248.0,2213221055.0,61.67737952162803,61.67737952162803,60.39831753043856,60.81291198730469,14522100,0.0,0.0,0.0
2016.11.23,2016.11.23,750.93,731.34,749.34,37869.33,28258203.98,741.07,direct,10804000.24,1046769090.0,1057573090.0,11888897.08,2403358455.0,2415247352.0,23721554.36,4878113365.0,4901834920.0,2528617975.0,59.79846420827615,61.05988655540716,59.79846420827615,61.051063537597656,13676000,0.0,0.0,0.0
2016.11.25,2016.11.25,741.25,728.97,735.31,28846.87,21299510.69,740.39,direct,12644069.46,692460653.4,705104722.9,13914104.85,1442390297.0,1456304410.0,27755266.47,2916532234.0,2944287501.0,1569351782.0,61.22750936559122,61.342181712964894,61.0510826042554,61.28925704956055,4009300,0.0,0.0,0.0
2016.11.28,2016.11.28,738.1,727.74,729.42,34117.31,25153838.93,733.3,direct,8335905.08,617183668.3,625519573.3,9087772.23,1400168696.0,1409256468.0,18019681.55,2825554376.0,2843574057.0,1492943773.0,61.17456339349766,61.18338641196001,60.73350669025688,60.83053970336914,6507200,0.0,0.0,0.0
2016.11.29,2016.11.29,737.04,727.78,733.3,32567.83,24030304.1,732.56,direct,16662787.78,520773131.3,537435919.1,17441850.69,895065118.1,912506968.8,34785809.39,1807942389.0,1842728198.0,992393164.2,60.97167579811269,61.40390944545584,60.962852780414494,61.22748947143555,7093900,0.0,0.0,0.0
2016.11.30,2016.11.30,745.39,730.57,732.56,39277.45,29210351.41,742.49,direct,21291851.14,2328938282.0,2350230126.0,22013707.34,3375085947.0,3397099647.0,43935858.24,6777242226.0,6821178084.0,3468588745.0,61.27160543685228,61.28925147637767,60.61884330424903,60.64530563354492,8640700,0.0,0.0,0.0
2016.12.12,2016.12.12,781.26,767.86,767.91,28759.72,22442991.37,778.47,direct,10347259.76,2058589719.0,2068936979.0,11044317.37,4644909397.0,4655953714.0,21894546.6,9327932404.0,9349826951.0,4766206194.0,60.73350955897383,61.11281861087702,60.61883723351157,61.02460861206055,15018100,0.0,0.0,0.0
2016.12.13,2016.12.13,790.33,767.77,778.47,33108.65,25894856.06,778.74,direct,9218934.38,716649588.0,725868522.4,9770196.64,1455174901.0,1464945098.0,19382846.39,2956406870.0,2975789716.0,1619711769.0,61.24512081779399,61.60678373653324,61.068700866700176,61.51857376098633,11041400,0.0,0.0,0.0
2016.12.14,2016.12.14,780.77,771.01,778.74,24782.47,19326375.41,776.5,direct,12105937.84,645998156.5,658104086.5,12595746.27,1336501480.0,1349097227.0,25101371.95,2714710725.0,2739812097.0,1492345116.0,61.50976049698247,61.83613809554304,60.98931017469849,61.20101547241211,11682200,0.0,0.0,0.0
2016.12.15,2016.12.15,780.27,773.12,776.5,26224.24,20452116.66,775.21,direct,13834405.41,533148297.6,546982703.0,14504861.28,1189832363.0,1204337224.0,28888092.12,2419276120.0,2448164212.0,1354309188.0,61.448030446892,61.65973580527287,61.2275020689976,61.59798812866211,8210100,0.0,0.0,0.0
2016.12.16,2016.12.16,783.94,773.31,775.21,27607.57,21650384.64,782.05,direct,7600306.0,578768967.2,586369273.2,8260645.56,1549979290.0,1558239927.0,16366163.68,3141040721.0,3157406885.0,1670199089.0,61.73531404594399,61.90365302898557,61.46951636319577,61.6467170715332,8257100,0.305,0.0,0.0
2016.12.19,2016.12.19,793.73,786.31,789.01,25460.54,20238681.94,789.79,direct,11676563.38,467624170.6,479300734.0,12237645.99,1060053066.0,1072290720.0,24217583.5,2153889438.0,2178107022.0,1162148943.0,61.691001520668856,61.9656608812602,61.31002851295867,61.3897705078125,9318300,0.0,0.0,0.0
2016.12.20,2016.12.20,800.02,787.12,789.79,34480.19,27406319.09,799.1,direct,13206621.82,691665216.3,704871838.1,13716479.58,1678709373.0,1692425861.0,27230171.56,3393911565.0,3421141737.0,1776427021.0,61.41637361624169,61.5581342154243,61.2037394769852,61.34549331665039,4885000,0.0,0.0,0.0
2016.12.21,2016.12.21,833.13,795.98,799.1,65293.55,53411082.07,829.21,direct,18438222.35,2261779523.0,2280217737.0,19332956.52,5066816625.0,5086149582.0,38375988.06,10187579936.0,10225955933.0,5268469585.0,61.38091583098948,61.40749424582057,60.89362912021664,60.999942779541016,5432300,0.0,0.0,0.0
2016.12.22,2016.12.22,874.68,828.87,829.21,70557.59,60511618.45,860.15,direct,25818546.25,2105294298.0,2131112844.0,27231454.44,5958717390.0,5985948853.0,53766419.63,12005412504.0,12059178932.0,6241841998.0,60.92021176630027,61.09740571715834,60.6721375312926,61.079689025878906,4458400,0.0,0.0,0.0
2016.12.23,2016.12.23,920.26,858.04,860.15,102224.08,91802931.23,917.17,direct,31366443.58,1529058489.0,1560424932.0,33290262.68,4479105646.0,4512395909.0,66204559.04,9068592757.0,9134797317.0,5172085840.0,61.09740221805512,61.575833969390814,61.09740221805512,61.5403938293457,4188700,0.0,0.0,0.0
2016.12.27,2016.12.27,937.91,893.38,898.38,49691.61,45966615.06,925.78,direct,21548520.08,1513291421.0,1534839951.0,22261972.44,3890899883.0,3913161864.0,44348000.39,7883046390.0,7927394381.0,4432549885.0,61.62014504299,62.01883484892648,61.60242159056104,61.6644401550293,5141200,0.0,0.0,0.0
2016.12.28,2016.12.28,974.51,925.49,925.78,77285.8,73811803.99,972.17,direct,32424387.42,1447529408.0,1479953796.0,33632211.43,3828629215.0,3862261426.0,67124362.32,7776496178.0,7843620541.0,4435350012.0,61.72644326431548,61.797323537251096,61.18599301233245,61.194854736328125,4558800,0.0,0.0,0.0
2016.12.29,2016.12.29,982.57,949.23,972.17,61124.62,59226667.89,971.08,direct,35807817.56,1249347713.0,1285155530.0,37073047.4,3214821139.0,3251894187.0,73829085.73,6539417677.0,6613246763.0,3700012327.0,61.23030151259104,61.49609918516517,61.20372309723675,61.30118179321289,5539200,0.0,0.0,0.0
2016.12.30,2016.12.30,971.59,927.4,971.08,70839.81,67449149.3,959.04,direct,21604380.39,1381409464.0,1403013844.0,22507776.89,3607278487.0,3629786264.0,44852967.73,7350319165.0,7395172132.0,4188342390.0,61.310039810091205,61.37205836884312,60.884771624225465,61.079689025878906,6649000,0.0,0.0,0.0
2017.10.10,2017.10.10,4930.0,4722.81,4777.49,98485.0,475717720.6,4763.36,direct,433403074.2,991104932.0,1424508006.0,591782126.7,1083950773.0,1675732948.0,1100990455.0,3077972055.0,4178962510.0,2500224692.0,73.83144164464467,73.97480010986328,73.57159716315002,73.97480010986328,4037700,0.0,0.0,0.0
2017.10.11,2017.10.11,4874.89,4718.6,4763.36,70482.75,338533507.3,4824.2,direct,333475719.5,707548529.3,1041024249.0,446783827.6,782992697.6,1229776525.0,855008692.9,2226273022.0,3081281715.0,1684719715.0,73.92997940497729,74.19877900287678,73.91205533016505,74.1181411743164,4031600,0.0,0.0,0.0
2017.10.12,2017.10.12,5432.63,4814.98,4824.2,163916.09,848641969.3,5432.62,direct,735251986.0,1827495666.0,2562747652.0,882000362.1,1930822197.0,2812822559.0,1712440434.0,5650034919.0,7362475408.0,3791435440.0,74.09128676875758,74.20776595001007,73.9479214662617,74.03752136230469,4731600,0.0,0.0,0.0
2017.10.13,2017.10.13,5852.78,5391.97,5432.62,215018.92,1211469141.0,5637.26,direct,947702496.8,2366754341.0,3314456782.0,1133623954.0,2594458381.0,3728082335.0,2190825209.0,7451218819.0,9642044029.0,5387217754.0,73.79561428364407,73.94793481802296,73.67017303932792,73.84937286376953,5909600,0.0,0.0,0.0
2017.10.16,2017.10.16,5795.33,5576.1,5677.35,61358.95,349154669.3,5759.33,direct,832827338.7,956337034.5,1789164373.0,861547792.8,941342042.9,1802889836.0,1779881658.0,2779695875.0,4559577532.0,3067422268.0,73.7955933004638,74.08231703966388,73.3923903921001,73.52678680419922,10219700,0.0,0.0,0.0
2017.10.17,2017.10.17,5773.32,5521.09,5759.25,65637.43,368658284.4,5598.58,direct,626656169.6,871370325.3,1498026495.0,732273437.3,883325925.0,1615599362.0,1452045357.0,2592623514.0,4044668871.0,3023461174.0,73.67911346783107,74.7095224101559,73.67911346783107,74.51240539550781,8437800,0.0,0.0,0.0
2017.10.18,2017.10.18,5601.3,5114.87,5598.58,122020.31,654722509.0,5575.83,direct,494981818.4,1743567059.0,2238548933.0,569967420.3,1627861394.0,2197828814.0,1151819165.0,4894057096.0,6045876261.0,3373244613.0,74.70057877708868,75.02314388525006,74.53033418221624,74.61993408203125,6938700,0.0,0.0,0.0
2017.10.19,2017.10.19,5737.41,5517.62,5576.71,83056.09,469774559.1,5698.65,direct,485600715.1,1098915300.0,1584515958.0,643970073.6,1186398011.0,1830368085.0,1229876033.0,3189859912.0,4419735944.0,2552877010.0,74.53033600777127,75.0948215428632,74.42281202373904,75.076904296875,6410400,0.0,0.0,0.0
2017.10.20,2017.10.20,6075.32,5611.39,5698.62,123860.51,729487923.0,5993.11,direct,568482022.6,1507704123.0,2076186145.0,700774052.6,1609264683.0,2310038736.0,1376407189.0,4413102122.0,5789509310.0,2929556225.0,75.10377317173521,75.22025234459609,74.8976872732531,75.15753173828125,6343800,0.0,0.0,0.0
2017.10.23,2017.10.23,6048.98,5644.22,5982.86,137140.4,801148315.5,5903.61,direct,472023137.6,1775069708.0,2247092845.0,601659446.9,1840294857.0,2441954304.0,1167204917.0,5188122576.0,6355327494.0,3057971567.0,75.25609172184478,75.54281546273252,74.93352665884191,74.96936798095703,7159600,0.0,0.0,0.0
2017.10.24,2017.10.24,5904.63,5463.41,5903.61,143735.81,811951129.7,5513.08,direct,803296828.5,1763152283.0,2566449167.0,938696419.3,1853152873.0,2791849293.0,1842417418.0,5188492949.0,7030910312.0,3758351096.0,74.9783248029681,74.98728684188154,74.03750896200621,74.46759796142578,7145500,0.0,0.0,0.0
2017.10.25,2017.10.25,5747.96,5375.64,5513.08,105839.48,585738379.9,5734.0,direct,439720219.0,1402200216.0,1841920435.0,536566676.2,1470159354.0,2006726030.0,1059378289.0,4279955307.0,5339333597.0,2489154286.0,74.39592585838841,74.57513248187338,74.07336077214914,74.3600845336914,6819100,0.0,0.0,0.0
2017.10.26,2017.10.26,5970.4,5689.92,5734.0,93675.55,547664553.6,5887.61,direct,414767523.2,1328866194.0,1743633718.0,541069710.5,1363396321.0,1904466090.0,1044876620.0,4130691420.0,5175568040.0,2310683508.0,73.83144279154857,74.04648391073385,73.16839535304082,73.61640167236328,13466900,0.0,0.0,0.0
2017.10.27,2017.10.27,5997.83,5692.32,5887.62,83933.5,488283724.0,5764.56,direct,368849522.1,1121957812.0,1490807334.0,525596843.6,1154995197.0,1680592040.0,983916141.4,3641575161.0,4625491303.0,2322441497.0,73.35655220705829,73.679117281956,73.32071088362149,73.59847259521484,6122000,0.0,0.0,0.0
2017.10.30,2017.10.30,6226.18,6018.97,6147.7,78624.31,481600503.0,6124.28,direct,430567137.9,1065771152.0,1496338228.0,579316651.5,1159613861.0,1738930513.0,1131459689.0,3528085389.0,4659545078.0,2600938295.0,73.35654281981991,73.40133934135832,72.6486921536002,72.80997467041016,5884000,0.0,0.0,0.0
2017.10.31,2017.10.31,6467.2,6090.83,6124.28,101249.62,637838767.0,6451.24,direct,630286857.6,1392867165.0,2023154087.0,802852044.1,1552186601.0,2355038645.0,1664510302.0,4553708006.0,6218218308.0,2961364694.0,72.76518277897048,72.98918593005808,72.55014166801583,72.67558288574219,6548600,0.0,0.0,0.0
2017.11.10,2017.11.10,7318.97,6406.05,7129.59,222001.18,1513421267.0,6565.8,direct,1359760634.0,2816307595.0,4176068163.0,1508200569.0,3079658616.0,4587859119.0,3024302684.0,8518719405.0,11543022089.0,7723430446.0,73.05190374531925,73.05190374531925,72.29925646774332,72.75621795654297,4826300,0.0,0.0,0.0
2017.11.13,2017.11.13,6760.15,5828.34,5878.09,178340.89,1135256036.0,6522.45,direct,1799311691.0,2681106230.0,4480417921.0,1959779158.0,2982508580.0,4942287738.0,3924225129.0,8304884395.0,12229109589.0,7488258001.0,72.51429310515196,72.97126140184558,72.30820721886803,72.82789611816406,4704000,0.0,0.0,0.0
2017.11.14,2017.11.14,6728.59,6419.18,6522.45,96502.09,634604991.5,6597.06,direct,1097182447.0,1389981477.0,2487163990.0,1231470485.0,1549193207.0,2780663693.0,2476987959.0,4319561594.0,6796549553.0,4664597134.0,72.58599197391656,72.66662983698963,72.20070623293135,72.5322265625,7430100,0.0,0.0,0.0
2017.11.15,2017.11.15,7330.06,6596.94,6597.06,131120.23,922959468.5,7283.22,direct,1081922695.0,2053385454.0,3135308076.0,1241182026.0,2261602007.0,3502784034.0,2487109799.0,6233137795.0,8720247667.0,4909684515.0,72.26342074609545,72.55014451730685,72.07525891211615,72.32614135742188,4952300,0.0,0.0,0.0
2017.11.16,2017.11.16,7964.64,7119.17,7283.02,133937.8,1010130763.0,7853.68,direct,1508087116.0,2286026242.0,3794113436.0,1736041749.0,2474024099.0,4210065848.0,3437008963.0,7187423346.0,10624432308.0,6628115749.0,72.43365856252525,73.16839549018381,72.43365856252525,73.07878875732422,4780500,0.0,0.0,0.0
2017.11.17,2017.11.17,8000.19,7534.7,7853.68,117347.03,917599923.2,7699.95,direct,1257554910.0,2097616606.0,3355171516.0,1543355802.0,2274515873.0,3817871675.0,2957044061.0,6806500239.0,9763544300.0,5896592296.0,72.74725669949952,73.02501838558288,72.67557405920935,72.79205322265625,6129800,0.0,0.0,0.0
2017.11.20,2017.11.20,8294.12,7947.28,8042.64,75703.64,617354329.0,8244.69,direct,1215632381.0,1323111232.0,2538743530.0,1543129359.0,1489428395.0,3032557753.0,2951299243.0,4250423456.0,7201722699.0,4462145694.0,72.78308193907841,72.84580252646673,72.37091026649084,72.48739624023438,4898500,0.0,0.0,0.0
2017.11.21,2017.11.21,8368.36,7819.06,8245.87,115454.28,938345413.2,8099.97,direct,1193405840.0,1914335165.0,3107741005.0,1517785582.0,2112636686.0,3630422268.0,2933829303.0,6268550421.0,9202379724.0,5317667079.0,72.88167654103486,73.29384843722605,72.85479725129088,73.12360382080078,7974500,0.0,0.0,0.0
2017.11.22,2017.11.22,8304.37,8091.63,8099.92,65811.68,539697375.4,8234.55,direct,1454455721.0,1185528411.0,2639984131.0,1718543915.0,1343867855.0,3062411770.0,3371530848.0,3785893240.0,7157424005.0,4749526384.0,73.12358948955413,73.40135121051776,72.98022419097053,73.09671020507812,4853100,0.0,0.0,0.0
2017.11.24,2017.11.24,8332.94,7900.17,8013.38,72994.63,595710405.8,8200.8,direct,1913598536.0,1432040590.0,3345639126.0,2114087758.0,1595827705.0,3709915464.0,4265116184.0,4741196325.0,9006312509.0,6399519128.0,73.19527669692687,73.2938386368324,73.03399414399362,73.26695251464844,1650600,0.0,0.0,0.0
2017.11.27,2017.11.27,9733.61,9316.84,9318.42,106902.79,1025175620.0,9733.2,direct,1683639787.0,2236317162.0,3919956949.0,1997360192.0,2519850924.0,4517211116.0,3897898987.0,7586071166.0,11483970154.0,6840380931.0,73.26695315351525,73.45512183027323,73.20423253994063,73.32967376708984,4241400,0.0,0.0,0.0
2017.11.28,2017.11.28,9969.58,9638.2,9732.63,87754.89,865328615.7,9906.04,direct,2143168782.0,2119468879.0,4262637661.0,2507972475.0,2429103259.0,4937075832.0,4894289863.0,7459778390.0,12354068352.0,7440016138.0,73.50888783939656,73.93001493144303,73.31176393792504,73.86729431152344,8290400,0.0,0.0,0.0
2017.11.29,2017.11.29,11417.84,8938.7,9906.04,233325.32,2418792361.0,9837.86,direct,2744934020.0,4987697527.0,7732631547.0,3181046748.0,5383032816.0,8564079564.0,6190701348.0,16793371932.0,22984073182.0,12822741984.0,73.92998583204333,74.50343322731916,73.92998583204333,74.23462677001953,8144600,0.0,0.0,0.0
2017.11.30,2017.11.30,10689.06,9023.77,9848.05,187008.87,1836210107.0,9946.76,direct,1621543792.0,3964808078.0,5586351970.0,1910568986.0,4204814146.0,6115383132.0,3748319333.0,11687293102.0,15435612435.0,8924758858.0,74.46761129329653,75.0141795523115,74.24360813258659,74.79017639160156,10639600,0.0,0.0,0.0
2017.12.11,2017.12.11,17399.18,15024.56,15060.45,159724.56,2634267595.0,16732.47,direct,3038938317.0,5059380389.0,8098318706.0,3818817494.0,5749232853.0,9568050347.0,7390345479.0,14176113854.0,21566459333.0,12838365594.0,74.44074501238318,74.736430876824,74.32425897340246,74.6916275024414,6588600,0.0,0.0,0.0
2017.12.12,2017.12.12,17560.65,16254.53,16733.29,132846.57,2246138896.0,17083.9,direct,5581093677.0,4096840857.0,9677934364.0,6574662550.0,4708460536.0,11283123086.0,12973406715.0,11620888873.0,24594295588.0,18025832785.0,74.71847533825114,75.10376095322748,74.71847533825114,74.9872817993164,6068600,0.0,0.0,0.0
2017.12.13,2017.12.13,17267.96,15669.86,17083.9,155407.35,2576055942.0,16286.82,direct,4951792146.0,4124437814.0,9076229961.0,5838708519.0,4732892074.0,10571600593.0,11458784395.0,11701371042.0,23160155274.0,17147894401.0,74.97834007256063,75.46218773193257,74.95146078637899,75.24714660644531,8459800,0.0,0.0,0.0
2017.12.14,2017.12.14,16941.08,16023.64,16286.82,107918.03,1773813863.0,16467.91,direct,6344125644.0,3229618497.0,9573744141.0,6736640420.0,3459583308.0,10196223728.0,13736101601.0,8712356019.0,22448457621.0,16311860908.0,75.30987927643426,75.40844123223584,74.41386646808185,74.48554229736328,6772100,0.0,0.0,0.0
2017.12.15,2017.12.15,17987.03,16442.2,16467.91,153651.15,2682351214.0,17604.85,direct,5399469816.0,4468816180.0,9868285996.0,6355843434.0,5091871891.0,11447715325.0,12411961479.0,12540103662.0,24952065141.0,16314248657.0,74.76529081650051,75.33203281529102,74.76529081650051,75.30504608154297,8012200,0.331,0.0,0.0
2017.12.18,2017.12.18,19221.1,18114.42,19065.71,139251.39,2597510050.0,18972.32,direct,6221767633.0,4097386496.0,10319154129.0,7216911919.0,4821051492.0,12037963222.0,14132241927.0,11683589881.0,25815831808.0,17819354849.0,75.5479388422192,75.74584384004615,75.28705564914132,75.33203125,5655400,0.0,0.0,0.0
2017.12.19,2017.12.19,19021.97,16812.8,18971.19,174543.37,3136709262.0,17523.7,direct,7349667238.0,4283567353.0,11633234766.0,8668173557.0,5204003901.0,13872177458.0,16818495143.0,12479736721.0,29298231864.0,21432746281.0,75.4489751350645,75.70985830125302,75.20608083469325,75.2420654296875,4777100,0.0,0.0,0.0
2017.12.20,2017.12.20,17813.6,15642.69,17521.73,227676.13,3791752511.0,16461.97,direct,9211754109.0,5390021348.0,14601775456.0,10580237839.0,6204635348.0,16784873188.0,20677793433.0,14996797712.0,35674591309.0,25806444462.0,75.40402137987728,75.52096621060673,74.990208674955,74.99920654296875,4686700,0.0,0.0,0.0
2017.12.21,2017.12.21,17301.83,14952.98,16461.09,163735.02,2619295476.0,15632.12,direct,7580079236.0,3995372126.0,11575451362.0,8617419685.0,4542443489.0,13159863018.0,16979664238.0,10998938776.0,27978603014.0,19959151000.0,75.23307706301382,75.27805952827545,74.77428886147608,74.82826232910156,4304200,0.0,0.0,0.0
2017.12.22,2017.12.22,15823.72,10875.71,15632.12,466980.6,6245731508.0,13664.97,direct,7192768767.0,8922790044.0,16115558811.0,8154825563.0,10129691400.0,18284516962.0,16071152168.0,23116701380.0,39187853547.0,27779090209.0,74.72032187675882,74.81028682335126,74.40546515377066,74.58538818359375,7023600,0.0,0.0,0.0
2017.12.26,2017.12.26,16094.67,13748.49,13830.19,143135.26,2198577125.0,15756.56,direct,5517221407.0,3668851655.0,9186073062.0,6410702657.0,4208716149.0,10619418963.0,12541000627.0,10031859835.0,22572860461.0,13305680822.0,74.52240359417638,74.70232660859241,74.44144338521008,74.6033706665039,2504100,0.0,0.0,0.0
2017.12.27,2017.12.27,16514.59,14534.66,15757.02,138705.28,2162831129.0,15416.64,direct,4809906580.0,3487617822.0,8297524402.0,5759671350.0,4021571915.0,9781243264.0,11170563882.0,9757640697.0,20928204579.0,13179444111.0,74.6573475024172,74.92722860451862,74.64835649881228,74.72931671142578,4053300,0.0,0.0,0.0
2017.12.28,2017.12.28,15505.51,13466.07,15416.34,170366.63,2425912718.0,14398.7,direct,4403295244.0,3901819049.0,8305114437.0,5174723451.0,4454925815.0,9629649266.0,10124523226.0,10831125606.0,20955648832.0,13053347098.0,74.86425175019923,74.9721986924024,74.60336853427317,74.83726501464844,5380600,0.0,0.0,0.0
2017.12.29,2017.12.29,15109.81,13951.08,14398.45,118874.63,1733583750.0,14392.57,direct,6118030788.0,2720067060.0,8838097993.0,6934034816.0,3161094553.0,10095129369.0,13648151594.0,7674693451.0,21322845045.0,14620496496.0,74.9632322233252,75.08017707010588,74.2975271661831,74.37849426269531,4877200,0.0,0.0,0.0
2018.10.10,2018.10.10,6633.22,6487.86,6631.79,49264.39,323664963.2,6581.07,direct,727552095.9,825263479.8,1552815576.0,1500399656.0,1431373906.0,2931773563.0,3054194956.0,4778807192.0,7833002214.0,61188544452.0,85.86926051485214,85.96932058809782,83.79530070565323,83.8498764038086,22549300,0.0,0.0,0.0
2018.10.11,2018.10.11,6581.59,6171.95,6581.07,104258.49,654924117.8,6209.47,direct,1044912101.0,1443875454.0,2488787617.0,1817744538.0,2344576961.0,4162321436.0,3942752156.0,7991912211.0,11934664366.0,8114941371.0,83.62246590917097,83.81348778694729,80.99363011415146,81.58489227294922,46581800,0.0,0.0,0.0
2018.10.12,2018.10.12,6296.56,6173.86,6209.47,46195.91,289840137.5,6250.85,direct,675167997.9,795261203.3,1470429264.0,1353554058.0,1656743411.0,3010297470.0,2751788005.0,5099122199.0,7850910204.0,6026966306.0,82.5672794845961,83.14945024991209,81.88505560111447,82.84017181396484,20797300,0.0,0.0,0.0
2018.10.15,2018.10.15,7234.83,6244.77,6277.73,177320.05,1190524168.0,6612.36,direct,1051322127.0,2402778482.0,3454100609.0,1956324564.0,3529519931.0,5485844495.0,3978804997.0,11019973369.0,14998778365.0,9767471974.0,82.70371682562335,83.06757091264868,82.20342352841055,82.26709747314453,13909700,0.0,0.0,0.0
2018.10.16,2018.10.16,6724.91,6545.54,6612.69,49191.34,324232509.8,6583.05,direct,697706068.4,1028505647.0,1726211716.0,1349109070.0,1716990640.0,3066099710.0,2747603390.0,5693448287.0,8441051678.0,5645999375.0,82.90385131368622,84.66853943117154,82.89475305144765,84.52299499511719,13505900,0.0,0.0,0.0
2018.10.17,2018.10.17,6589.2,6511.6,6583.05,33538.55,220418636.6,6574.52,direct,832159152.5,883751580.6,1715910733.0,1547877507.0,1604817913.0,3152695420.0,3156854330.0,4827522109.0,7984376505.0,5764987847.0,84.46843432819828,85.17794623033119,84.04090614615873,84.96873474121094,14232300,0.0,0.0,0.0
2018.10.18,2018.10.18,6616.27,6445.05,6576.4,50725.31,331761115.5,6488.72,direct,747296928.0,895539328.2,1642836321.0,1331670597.0,1545791933.0,2877462530.0,2726217020.0,4772526623.0,7498743643.0,5464297757.0,84.92322375675025,84.93232201775702,83.33136813761227,84.0044937133789,14455600,0.0,0.0,0.0
2018.10.19,2018.10.19,6503.09,6449.36,6489.37,36599.64,237855085.4,6469.28,direct,549079428.4,899345396.7,1448424825.0,1040463424.0,1452305358.0,2492768782.0,2185406561.0,4418729203.0,6604135764.0,4691560995.0,84.15004938449329,84.44113131618352,83.13125915360716,83.24041748046875,11318600,0.0,0.0,0.0
2018.10.22,2018.10.22,6531.23,6460.38,6509.87,31239.03,202766914.4,6483.23,direct,798549228.8,847055329.3,1645604558.0,1347464474.0,1502087500.0,2849551974.0,2816948264.0,4231281097.0,7048229361.0,5092953970.0,83.23130733236411,83.3859430683797,82.17613114320899,82.55818176269531,8288300,0.0,0.0,0.0
2018.10.23,2018.10.23,6496.2,6438.99,6484.32,34071.62,220913293.6,6470.22,direct,800685842.9,1034835017.0,1835520860.0,1335583136.0,1623146305.0,2958729441.0,2776134268.0,4581839384.0,7357973652.0,5218237800.0,81.50303594280011,82.51272814349969,80.84809971100123,82.11248779296875,15424500,0.0,0.0,0.0
2018.10.24,2018.10.24,6538.35,6465.73,6470.63,34111.66,222068131.8,6476.25,direct,738060132.2,978278168.6,1716338301.0,1266043149.0,1502930255.0,2768973404.0,2633340329.0,4353373201.0,6986713530.0,4843159554.0,82.0760916249963,82.54909717229943,79.3017114784909,79.40177154541016,17431900,0.0,0.0,0.0
2018.10.25,2018.10.25,6497.9,6432.3,6476.52,35706.92,231214964.0,6462.77,direct,651332243.3,1020175517.0,1671507825.0,1149953238.0,1672006687.0,2821959990.0,2417835873.0,5342321310.0,7760157247.0,4957812734.0,79.39265450052821,80.98450999226867,78.47392453068359,80.42963409423828,15725100,0.0,0.0,0.0
2018.10.26,2018.10.26,6514.0,6441.81,6462.77,33284.54,215447656.4,6457.21,direct,603481031.6,882589607.6,1486070639.0,1308734021.0,1512527378.0,2821261399.0,2712779496.0,4450409800.0,7163189296.0,4909335144.0,79.68375355187474,80.24772783179122,78.54671366974199,79.52001953125,25507900,0.0,0.0,0.0
2018.10.29,2018.10.29,6483.39,6282.58,6470.74,53760.53,342463526.5,6313.91,direct,773835082.6,1208052776.0,1981887795.0,1439539910.0,1869464460.0,3309004371.0,2978154540.0,6047030369.0,9025184845.0,5962422586.0,80.43875627625701,81.03001845129863,78.60130273006534,79.72014617919922,14024300,0.0,0.0,0.0
2018.10.30,2018.10.30,6340.68,6286.3,6314.38,42701.22,269592154.1,6309.11,direct,640742296.8,960032410.8,1600774771.0,1300592490.0,1801182388.0,3101774878.0,2714718677.0,5048475501.0,7763194178.0,5784379050.0,79.72921472059987,80.70252029885965,79.319876318192,80.5751724243164,15432000,0.0,0.0,0.0
