Date,bitcoin_open,bitcoin_high,bitcoin_low,bitcoin_close,bitcoin_volume,bitcoin_log_price,telecommunication_Open,telecommunication_High,telecommunication_Low,telecommunication_Close,telecommunication_Adj Close,telecommunication_Volume,telecommunication_log_return,telecommunication_realized_volatility,min_1k_count,pessimistic_doubtful,angry,fearful_concerned,euphoric_excited,bearish,bullish,happy,sad,mistrustful,positive,annoyed_frustrated,optimistic,negative,1m_rv,1w_rv,1y_rv,2w_rv,3m_rv,6m_rv,active_count
2018-08-13,6311.99,6544.37,6142.2,6252.63,8896.680837,8.740757454218956,49.33000183105469,49.61000061035156,49.16999816894531,49.20000076293945,46.70654296875,261000,-0.0014217468416308,0.6473086311602666,1650,261.0,79.0,252.0,320.0,464.0,512.0,125.0,28.0,29.0,2258.0,17.0,1142.0,3868.0,69.3397541662564,75.9589848829332,101.865108981468,66.5855087192246,62.0403035417281,77.4504752234685,611686
2018-08-14,6252.63,6254.02,5880.0,6193.62,14235.27018,8.731275008957928,49.439998626708984,49.630001068115234,49.11000061035156,49.54999923706055,47.0388069152832,189800,0.0070886063734696,0.653437003141966,1647,320.0,118.0,302.0,413.0,776.0,652.0,139.0,42.0,32.0,2641.0,25.0,1307.0,4721.0,71.2658393423922,77.5424388669085,101.889638494286,67.7985286525037,62.61252447863,77.2519606346595,656986
2018-08-15,6194.3,6628.5,6186.02,6272.3,12501.11335,8.743898392519,49.2400016784668,49.29999923706055,48.4900016784668,48.86000061035156,46.38377380371094,555100,-0.0140231670571915,0.6759081729868832,1645,250.0,77.0,189.0,363.0,462.0,598.0,118.0,36.0,25.0,2391.0,12.0,1215.0,3790.0,73.3367913685389,73.4145419520915,101.861284706734,73.6435496437553,63.2702658767313,76.626321568754,680291
2018-08-16,6273.34,6477.57,6208.37,6313.51,7099.261164,8.75044706078498,49.189998626708984,49.23500061035156,48.7599983215332,48.84000015258789,46.36479187011719,177600,-0.0004094259546958,0.6701012283091135,1639,229.0,64.0,210.0,269.0,388.0,496.0,92.0,34.0,23.0,2093.0,5.0,1019.0,3209.0,72.5586070228297,69.8935516687475,101.723223760116,73.4875302983618,62.748594558042,76.4656113204904,620626
2018-08-17,6314.08,6584.49,6290.64,6580.15,6635.58159,8.791812820412114,48.65999984741211,48.810001373291016,48.400001525878906,48.61000061035156,46.14644241333008,226900,-0.0047203687532895,0.6714208561299597,1636,202.0,58.0,203.0,268.0,353.0,509.0,94.0,27.0,20.0,2128.0,20.0,1114.0,3151.0,69.988630945696,67.7437683734595,101.601630970702,74.1495203270183,62.8540841860372,75.827625196192,652800
2018-08-20,6481.63,6522.99,6223.9,6260.82,6254.820808,8.742066445930984,48.849998474121094,48.849998474121094,48.37099838256836,48.689998626708984,46.2224006652832,145800,0.0016443583763687,0.6697318403976692,1621,194.0,61.0,187.0,256.0,302.0,437.0,84.0,39.0,22.0,1836.0,13.0,986.0,2787.0,63.9421644197384,58.0187639216603,101.461567050748,69.3235807110294,62.6259634376094,74.9681671811394,623584
2018-08-21,6260.83,6513.28,6246.05,6479.27,5655.041725,8.776363128679359,48.95000076293945,49.22999954223633,48.810001373291016,48.9900016784668,46.507179260253906,384900,0.006142587922076,0.6683566106248284,1615,266.0,71.0,258.0,311.0,369.0,512.0,94.0,27.0,25.0,2202.0,11.0,1214.0,3351.0,63.9983753272963,45.7354665810892,101.456904215467,68.9825757864424,62.5265216612966,74.458319233305,589558
2018-08-22,6478.99,6906.81,6250.0,6355.76,11955.6507,8.757116767346464,48.849998474121094,49.029998779296875,48.75,48.93000030517578,46.45022964477539,501900,-0.00122551837388,0.6624075789410082,1604,228.0,80.0,198.0,341.0,364.0,545.0,99.0,40.0,35.0,2114.0,9.0,1073.0,3200.0,65.214369929059,39.293600137383,101.437395640779,59.2308929927849,62.8579097315023,74.2576853462585,637962
2018-08-23,6355.97,6575.99,6344.8,6525.01,4028.433872,8.783397764756769,48.880001068115234,49.16999816894531,48.720001220703125,48.72999954223633,46.2603645324707,283700,-0.0040958640764823,0.4547577756229132,1595,255.0,64.0,196.0,290.0,296.0,464.0,83.0,25.0,24.0,2124.0,14.0,1142.0,3275.0,64.8743172682358,45.0924042974386,101.317287659891,59.0128472805952,62.1931907106897,73.9889357322181,569143
2018-08-24,6525.99,6721.09,6445.32,6692.94,6374.542579,8.80880851847059,48.959999084472656,49.439998626708984,48.880001068115234,49.439998626708984,46.93437576293945,330900,0.0144649379109762,0.4263326268148449,1594,225.0,73.0,167.0,238.0,278.0,428.0,83.0,22.0,28.0,1896.0,12.0,1045.0,2862.0,62.441421740008,44.9518107255459,101.33391033716,57.6645674066862,61.8527214623659,73.7603155172538,632119
2018-08-27,6700.13,6944.47,6641.35,6904.51,5863.688248,8.839930100255156,49.75,50.01900100708008,49.6609992980957,49.91999816894531,47.39005661010742,299200,0.0096619020088768,0.3957311305512422,1571,184.0,67.0,221.0,264.0,296.0,544.0,85.0,24.0,29.0,1895.0,12.0,959.0,2999.0,61.0257736338168,43.3967545125175,101.281593867671,51.4848853459932,61.8418852738727,72.5817782001889,664754
2018-08-28,6911.7,7125.28,6861.17,7080.94,8222.247652,8.865161946236409,50.060001373291016,50.060001373291016,49.63100051879883,49.70000076293945,47.18120193481445,150200,-0.0044167389279126,0.3908087685545729,1568,222.0,65.0,200.0,314.0,299.0,647.0,122.0,32.0,21.0,2125.0,10.0,967.0,2704.0,61.9823107158158,45.6683810953975,101.344450080723,45.9611557495135,62.2704655203556,72.6836228867312,663712
2018-08-29,7079.46,7124.06,6890.0,7032.96,5730.978927,8.858362948818504,49.83000183105469,50.02000045776367,49.66999816894531,49.97999954223633,47.44701385498047,270900,0.0056179677943917,0.3937344432764396,1555,194.0,51.0,199.0,260.0,272.0,576.0,98.0,18.0,15.0,1915.0,6.0,924.0,2696.0,62.2572589034589,40.9587212837103,101.279799376933,40.4326640043581,62.0779505613352,72.5238254589326,669393
2018-08-30,7034.47,7055.97,6792.85,6984.01,6875.261972,8.851378529362629,49.810001373291016,50.03499984741211,49.47999954223633,49.66999816894531,47.15271759033203,344400,-0.0062218239930094,0.3927317921269834,1550,237.0,74.0,232.0,307.0,364.0,517.0,114.0,21.0,26.0,2235.0,8.0,1072.0,3194.0,62.4363987897177,35.3070684289709,101.245971400409,41.3387417548297,61.7455437372136,72.3696796485126,621109
2018-08-31,6984.34,7101.03,6879.0,7017.35,5790.380506,8.856140932873991,49.619998931884766,49.619998931884766,49.04199981689453,49.18000030517578,46.687557220458984,235000,-0.009914049261531,0.403195094848155,1548,159.0,78.0,211.0,278.0,258.0,460.0,85.0,24.0,29.0,1853.0,5.0,892.0,2789.0,62.0010003029514,35.6476537228471,101.236901264429,41.1183359006535,61.7041084532423,72.2150965872313,650921
2018-09-04,7261.29,7411.85,7231.0,7361.0,4531.147804,8.903951072058707,49.04999923706055,49.04999923706055,48.400001525878906,48.56999969482422,46.10846328735352,343700,-0.0124809929188907,0.4141506359505951,1548,223.0,60.0,233.0,274.0,275.0,575.0,89.0,23.0,22.0,2073.0,11.0,1106.0,2900.0,57.8336726160642,25.1609351216463,100.996172878831,37.1846019133905,61.624823148788,71.7831630193813,629613
2018-09-05,7353.48,7387.0,6650.0,6679.3,12408.79699,8.80676847062063,48.52000045776367,48.52000045776367,47.7599983215332,47.939998626708984,45.510406494140625,773600,-0.0130558497142372,0.4453631331215477,1547,192.0,77.0,212.0,312.0,481.0,592.0,84.0,29.0,20.0,2218.0,15.0,1100.0,3538.0,57.3122070206951,39.3445784270851,100.964885249044,40.8557661611149,61.9909449015763,71.8980743591501,663893
2018-09-06,6671.95,6705.59,6253.29,6493.09,14674.02367,8.778493813493586,47.90999984741211,47.97999954223633,47.16999816894531,47.58000183105469,45.16865158081055,599600,-0.0075376570016847,0.4552631611320561,1542,253.0,102.0,264.0,356.0,553.0,592.0,102.0,38.0,36.0,2236.0,11.0,1098.0,3840.0,67.3938495931777,82.3258870904715,101.370681691172,66.8672720053444,65.2375883183106,73.0528258462637,666432
2018-09-07,6488.01,6525.0,6322.0,6400.0,6541.967471,8.764053269347762,47.279998779296875,47.95000076293945,47.22999954223633,47.68000030517578,45.263580322265625,755700,0.0020994857990772,0.4508340449664092,1540,216.0,58.0,242.0,273.0,368.0,413.0,92.0,24.0,27.0,1839.0,9.0,936.0,2929.0,67.157745949426,81.5103546431686,101.366481710992,66.0465406652294,65.2002347521488,72.5764462487195,689969
2018-09-10,6238.99,6351.13,6223.9,6301.99,5371.725307,8.748620735518118,47.97999954223633,47.97999954223633,47.55899810791016,47.779998779296875,45.35850524902344,310900,0.002095087191658,0.4387588888594023,1545,165.0,61.0,231.0,258.0,377.0,432.0,79.0,24.0,24.0,1715.0,16.0,903.0,2904.0,60.544620052553,77.9316377202262,101.144930470157,67.0923880500414,64.1310972926597,70.6008456291332,614032
2018-09-11,6303.99,6405.0,6162.06,6279.99,7076.79726,8.745123667104288,47.720001220703125,48.36000061035156,47.65999984741211,48.2599983215332,45.814186096191406,615700,0.0099959090679653,0.456126587606002,1546,223.0,75.0,228.0,286.0,398.0,446.0,91.0,27.0,20.0,1959.0,20.0,1040.0,3337.0,58.2383140141717,76.6430112510579,101.133185900752,63.2887139492278,62.9099522878147,70.111701337017,651085
2018-09-12,6274.6,6350.0,6192.89,6322.45,4282.159601,8.751862070248714,48.130001068115234,48.25,47.849998474121094,48.119998931884766,45.68128204345703,713300,-0.002905156507647,0.4487916681346309,1547,263.0,85.0,217.0,335.0,470.0,474.0,113.0,40.0,22.0,2192.0,12.0,1151.0,3668.0,57.620658163806,74.1087060145553,101.11179538222,62.500909152253,62.8338463139558,69.2501353904623,599341
2018-09-13,6326.83,6537.46,6324.37,6485.7,6985.347475,8.77735503232853,48.310001373291016,48.52000045776367,48.209999084472656,48.459999084472656,46.004051208496094,754500,0.0070408275863762,0.4219765180491878,1548,231.0,94.0,225.0,282.0,339.0,521.0,99.0,22.0,26.0,2174.0,15.0,1143.0,3226.0,58.0396626520947,35.5204036633533,100.785711873509,64.0165057244498,62.3193242038607,69.1110224792542,607968
2018-09-14,6482.95,6587.0,6384.36,6476.51,4598.020983,8.77593706401297,48.63999938964844,48.63999938964844,48.25,48.369998931884766,45.91861343383789,1190800,-0.001858931743238,0.4225945862006018,1545,198.0,40.0,168.0,247.0,299.0,435.0,84.0,34.0,26.0,1847.0,7.0,983.0,2706.0,55.6109362882906,36.1927910301469,100.321690912741,63.9442902685405,62.0463639018883,68.6736982426781,620756
2018-09-17,6499.28,6530.24,6200.0,6254.52,4386.887725,8.741059681347341,48.41999816894531,48.41999816894531,47.86000061035156,47.900001525878906,45.47243118286133,810800,-0.0097642284803294,0.4361019562979055,1553,159.0,59.0,188.0,253.0,334.0,421.0,86.0,22.0,20.0,1647.0,10.0,855.0,2744.0,52.7191360954752,26.5676778019178,98.4695421106095,61.8247379904196,61.9210260841708,66.9064199055018,631051
2018-09-18,6251.49,6390.0,6226.63,6332.34,4196.473148,8.753425115074196,47.95000076293945,48.40999984741211,47.900001525878906,48.2400016784668,45.79520034790039,430100,0.0070730509406389,0.4446325403988311,1554,174.0,64.0,158.0,224.0,307.0,364.0,85.0,26.0,14.0,1533.0,9.0,830.0,2552.0,53.0752520087619,32.5307566195902,98.174559364983,62.0802713502826,62.0163620523307,66.4925509004615,638226
2018-09-19,6330.0,6510.0,6100.0,6388.4,7232.08338,8.762239124782154,48.290000915527344,48.41999816894531,47.9900016784668,48.369998931884766,45.91861343383789,2385200,0.0026911775396905,0.439155633353894,1553,131.0,53.0,158.0,225.0,272.0,391.0,94.0,14.0,13.0,1456.0,5.0,747.0,2268.0,52.8640118725636,32.7336123692425,98.119754579845,60.1080743678304,61.6769594090904,65.2383057037685,631534
2018-09-20,6388.4,6535.11,6333.63,6492.98,5177.645104,8.778476872263484,48.77000045776367,48.95000076293945,48.52000045776367,48.900001525878906,46.421749114990234,4554200,0.0108976629321855,0.4598623895920033,1549,171.0,55.0,148.0,232.0,245.0,389.0,96.0,20.0,15.0,1599.0,11.0,850.0,2425.0,52.8130996620483,29.1535058651279,98.1108710425024,32.4795524661896,61.6638691807854,65.0167938254135,628575
2018-09-21,6492.98,6775.34,6483.83,6749.45,8569.985873,8.817216299065297,49.02000045776367,49.040000915527344,48.41999816894531,48.54999923706055,46.2142333984375,7974600,-0.0071832486620695,0.4658346383660646,1550,194.0,52.0,190.0,264.0,247.0,555.0,90.0,25.0,23.0,1788.0,9.0,807.0,2534.0,54.0544608489558,38.210346756146,98.0437955413537,37.3023246327275,62.0232389290492,64.8615004789654,715374
2018-09-24,6703.37,6721.68,6550.96,6581.52,4030.72562,8.792021000681784,48.209999084472656,48.619998931884766,48.0099983215332,48.54999923706055,46.2142333984375,6769400,0.0,0.4287001893985718,1553,163.0,42.0,135.0,191.0,242.0,374.0,72.0,13.0,13.0,1422.0,5.0,675.0,2088.0,51.5350953864327,37.8564207171644,97.837371410131,32.7802927291245,59.6445445848051,64.2801693746679,614666
2018-09-25,6578.7,6579.59,6324.96,6428.99,8206.617005,8.768572728688618,48.540000915527344,48.650001525878906,48.25,48.56999969482422,46.23326873779297,3994500,0.0004118710516141,0.4110841336363157,1556,189.0,60.0,188.0,252.0,306.0,429.0,77.0,16.0,20.0,1688.0,9.0,869.0,2455.0,51.83694363351,40.7980799275715,97.8030758444878,37.0014296467879,59.5812105144094,64.2163449380657,648239
2018-09-26,6428.09,6540.0,6379.44,6461.51,4295.926741,8.773618315592309,48.650001525878906,49.25,48.599998474121094,48.7599983215332,46.414119720458984,5688600,0.0039042201156052,0.4102598071998996,1554,173.0,53.0,140.0,217.0,225.0,403.0,83.0,19.0,21.0,1584.0,10.0,814.0,2197.0,51.9920960108084,41.2219739946583,97.7515703701638,37.2553575199149,59.5573949475097,63.9245302870969,628106
2018-09-27,6454.32,6736.85,6431.95,6681.62,5664.852113,8.807115752098749,49.060001373291016,49.529998779296875,48.88999938964844,49.18000030517578,46.81392288208008,3649400,0.0085767728032855,0.4183072377980998,1555,128.0,52.0,143.0,215.0,215.0,460.0,66.0,21.0,25.0,1620.0,3.0,782.0,2213.0,52.1234048672318,41.4764066680373,97.6844317633881,35.9636814592366,59.5006228333997,63.6916905323884,633984
2018-09-28,6684.5,6792.28,6525.67,6610.76,7642.049364,8.796453903543458,49.06999969482422,49.119998931884766,48.79800033569336,49.0,46.6425895690918,2306600,-0.0036667448827021,0.4134848280237116,1553,139.0,39.0,115.0,185.0,218.0,453.0,63.0,19.0,20.0,1463.0,8.0,740.0,2038.0,51.1263650698932,36.6059984368312,97.5972516121392,37.4902977056699,59.6502416807246,63.7519665789875,673169
2018-10-01,6597.79,6638.15,6477.57,6571.2,4796.040132,8.790451743202293,49.16999816894531,49.220001220703125,48.56999969482422,48.79999923706055,46.452205657958984,7636900,-0.0040900008855304,0.3975187986151232,1553,120.0,28.0,136.0,184.0,211.0,388.0,74.0,20.0,18.0,1329.0,6.0,688.0,1847.0,51.045490879361,35.940501169046,97.5333869670273,37.3403938885432,57.4241608926018,61.6424462606556,672466
2018-10-02,6569.32,6597.0,6447.28,6500.0,4116.133424,8.779557455883728,48.77000045776367,48.9630012512207,48.58000183105469,48.7599983215332,46.414119720458984,5823500,-0.0008200270350529,0.3652356557968863,1555,146.0,49.0,132.0,206.0,236.0,388.0,72.0,22.0,22.0,1490.0,4.0,715.0,2073.0,50.4499007830031,27.422075161776,97.5051073744319,34.7424855884689,57.2069168070824,61.4287053756121,678534
2018-10-03,6500.0,6510.0,6396.34,6456.77,4774.763282,8.772884471734965,49.029998779296875,49.189998626708984,48.849998474121094,48.97999954223633,46.62355422973633,5146200,0.004501771988048,0.330987971431206,1558,124.0,35.0,136.0,188.0,257.0,382.0,62.0,16.0,13.0,1449.0,8.0,723.0,2143.0,50.4725650489834,27.9587962078252,97.4835314739692,35.3083552974665,56.9182610216637,61.0242174297485,693998
2018-10-04,6454.81,6604.89,6450.58,6547.56,3832.700489,8.786847740142857,48.93000030517578,48.93000030517578,47.869998931884766,48.279998779296875,45.957218170166016,5292200,-0.0143946712325866,0.3652793440198374,1556,143.0,54.0,135.0,235.0,201.0,384.0,79.0,19.0,22.0,1533.0,6.0,781.0,2202.0,50.6349149189198,28.0731709690885,97.4745565673391,35.4269779172722,56.8762255775511,60.5572423491178,642385
2018-10-05,6548.83,6641.35,6510.0,6582.12,3807.269282,8.792112160877657,48.349998474121094,48.529998779296875,47.47999954223633,47.81999969482422,45.51935958862305,2648400,-0.0095734152970861,0.3837702553806983,1559,160.0,59.0,155.0,234.0,205.0,425.0,84.0,24.0,25.0,1541.0,10.0,735.0,2241.0,48.882917424219,21.0167168719547,97.4367160193699,29.9441631839977,56.7431439607543,60.0015359422664,688104
2018-10-08,6574.15,6656.63,6541.06,6604.75,4079.044249,8.795544366126542,47.599998474121094,47.83000183105469,47.0099983215332,47.65999984741211,45.367042541503906,2170000,-0.0033514871794144,0.3851830936794351,1557,129.0,36.0,127.0,190.0,187.0,420.0,56.0,20.0,7.0,1275.0,9.0,616.0,1723.0,32.1000594886276,16.2948148416986,97.3277028328994,27.93723463801,56.3973035862863,59.5802072205427,646069
2018-10-09,6604.76,6623.14,6553.13,6588.8,2254.95027,8.793126516833471,47.65999984741211,48.119998931884766,47.56999969482422,47.630001068115234,45.338497161865234,1991400,-0.0006296312309728,0.3640960596117624,1558,161.0,49.0,140.0,200.0,183.0,361.0,50.0,18.0,15.0,1319.0,7.0,658.0,2052.0,30.1991785391125,16.4907592345642,97.2730576850832,22.6838488228224,56.3803078390224,59.387461006661,621377
2018-10-10,6588.72,6589.79,6387.91,6517.55,5177.06676,8.78225381743147,47.529998779296875,47.540000915527344,45.709999084472656,45.75,43.548946380615234,4050700,-0.0402710455165009,0.6234550304200158,1561,174.0,53.0,144.0,221.0,236.0,372.0,76.0,17.0,29.0,1392.0,13.0,683.0,2191.0,29.9066502474036,14.4600707298103,97.1996040717766,22.3111058332154,55.7035409637113,59.1768848285897,642587
2018-10-11,6517.55,6520.43,6055.28,6152.76,9616.239584,8.724656040616525,45.65999984741211,46.27000045776367,44.93000030517578,45.36000061035156,43.17771530151367,8840700,-0.0085611188463112,0.6264677830666838,1561,195.0,79.0,184.0,295.0,402.0,498.0,66.0,31.0,19.0,1661.0,8.0,784.0,2783.0,33.5964040410572,31.2431071579227,97.295101850403,30.4375518444045,55.9701186318907,59.4099015848947,686801
2018-10-12,6152.76,6243.79,6109.79,6185.15,3246.381557,8.729906536755628,46.439998626708984,46.5,45.59000015258789,46.369998931884766,44.13911819458008,5877600,0.0220220024935322,0.6847677575629291,1566,180.0,55.0,139.0,202.0,257.0,322.0,61.0,22.0,20.0,1390.0,8.0,723.0,2267.0,33.7239648526407,32.0327692575705,97.0424239755048,27.3945050800307,55.7474242684172,58.9723023245111,693357
2018-10-15,6185.04,6756.0,6149.28,6441.74,16895.8893,8.770553968940048,46.209999084472656,46.68000030517578,46.0,46.189998626708984,43.967769622802734,1576900,-0.0038893806575868,0.67540527508842,1566,145.0,99.0,189.0,312.0,318.0,543.0,90.0,22.0,15.0,1702.0,18.0,660.0,2577.0,35.6817869785261,46.2273526935665,96.5447186355878,34.7103020390781,56.3071380640491,57.2736715228863,699161
2018-10-16,6438.2,6493.77,6386.4,6461.2,4703.093906,8.773570338039603,46.689998626708984,47.505001068115234,46.61000061035156,47.40999984741211,45.12907791137695,3707300,0.026069878984388,0.7457407425178931,1568,168.0,52.0,167.0,224.0,183.0,373.0,60.0,20.0,18.0,1457.0,13.0,740.0,2121.0,36.5788471367543,49.1716682064355,96.5383045700535,36.7223444210563,56.1269857324418,57.2260918527508,678710
