time,high,low,open,volumefrom,volumeto,close,conversionType,top_tier_volume_quote,top_tier_volume_base,top_tier_volume_total,cccagg_volume_quote,cccagg_volume_base,cccagg_volume_total,total_volume_quote,total_volume_base,total_volume_total,volume
2019.12.11,7284.74,7167.13,7233.84,19799.94,143267855.5,7212.01,direct,566150285.5,1182599148,1748749434,1101688906,1971448225,3073137203,4004572766,9327467496,13332040262,5488444040
2019.12.12,7307.96,7105.35,7212.01,28003.83,201666958.3,7199.39,direct,557081166.9,1360255986,1917337153,1053997535,2149887745,3203885281,4134293048,9875682311,14009975287,6243703087
2019.12.13,7308.08,7199.39,7199.39,18725.31,135777984.6,7261.72,direct,559219538.3,1188183540,1747403078,891458841,1868532562,2759991403,3777412620,8932859914,12710272534,5117561448
2019.12.14,7283.78,7033.14,7261.72,15624.21,111796861.4,7080.29,direct,531907494.3,1131056149,1662963643,897764133.3,1847390258,2745154391,3874112721,8551109583,12425222303,5075565857
2019.12.15,7204.93,7030.37,7080.29,15972.7,113742866.2,7132.39,direct,534255738.4,1144136279,1678392018,887659600.4,1737459761,2625119362,3638370579,8585460546,12223831053,4990854098
2019.12.16,7172.46,6869.19,7132.39,39619.58,278223344.1,6897.33,direct,679889613.4,1546806675,2226696289,1181592017,2478805978,3660398064,4753851308,11107962013,15861813321,7359631199
2019.12.17,6948.12,6585.46,6897.33,46023.51,310739632.4,6635.84,direct,735352069.5,2056591278,2791943348,1233016977,2651598849,3884615892,4755139956,12384513382,17139653271,7304470490
2019.12.18,7442.26,6450.69,6635.84,71573.09,491429584.5,7294.53,direct,830775480.6,3566702898,4397478378,1435975280,4395484346,5831459699,7027691351,19140226612,26167917890,10362343214
2019.12.19,7376.98,7057.66,7294.53,34799.1,249541907.2,7159.26,direct,588886506.3,1889832153,2478718731,1018924211,2686068727,3704992938,4921793583,12842304214,17764097868,6487062044
2019.12.20,7234.56,7094.06,7159.26,23556.25,168963964.6,7203.41,direct,514526178,1207047392,1721573642,879308589.2,1875031271,2754339860,3755652965,9814871448,13570524413,5193622593
2019.12.21,7213.86,7132.82,7203.41,12101.12,86864836.52,7159.47,direct,483986042.8,736473486.9,1220459601,784745067.8,1324265258,2109010326,3511855349,7608780367,11120635716,3893187407
2019.12.22,7527.4,7143.17,7159.47,27325.26,200586646.5,7517.58,direct,573277946.1,1476630728,2049908674,1090341233,2613343703,3703684936,4288670385,11868549623,16157220008,6403133346
2019.12.23,7694.65,7275.28,7517.58,44770.93,336425000.1,7326.6,direct,529954444.9,2212908900,2742863345,1081667793,3120082284,4201750077,4433160738,15122468803,19555629542,7572795813
2019.12.24,7429.42,7175.5,7326.6,27770.75,203013413.9,7260.91,direct,462578417.3,1797692620,2260271038,964446780.4,2684993757,3649440610,3988941375,13058134395,17047075770,6011291851
2019.12.25,7280.52,7132.3,7260.91,15012.21,108513256.3,7202.72,direct,407611216.3,1180767603,1588378820,902246848.1,1830980547,2733227467,3610518042,9949796785,13560314827,5017405388
2019.12.26,7442.21,7167.44,7202.72,23254.3,169067214.3,7207.23,direct,450612956.6,1459257300,1909870256,843198918.9,2419572625,3262771544,3617524377,11884769838,15502294287,5805584919
2019.12.27,7267.46,7061.61,7207.23,25489.38,183588691.2,7253.82,direct,505688963,1514311090,2020000053,906597003.8,2138616404,3045213407,3842172549,11026607077,14868779626,5290628891
2019.12.28,7368.09,7253.61,7253.82,14542.71,106581355.2,7316.23,direct,456413351.1,1089295560,1545708911,838383403.5,1712990852,2551374255,3510318594,8967919917,12478238584,5049355689
2019.12.29,7540.65,7295.33,7316.23,18230.94,135257936.5,7399.49,direct,504996471.8,1176857141,1681853612,960874759,1745400507,2706275266,3951743289,9295495508,13247238798,5281500236
2019.12.30,7414.07,7224.79,7399.49,23030.92,168180498.7,7234.44,direct,486225554.9,1164252247,1650477730,994763714.3,1519597233,2514360947,4008311222,8968390724,12976701946,5014443208
2019.12.31,7325.24,7141.94,7234.44,19424.26,140384995.3,7183.88,direct,509108285.4,1046401518,1555509804,934988519.3,1681635173,2616623693,3740026778,8798321542,12538348320,5106483872
2020.1.1,7267.16,7171.82,7183.88,11872,85986188.11,7189.94,direct,417025147.9,805847684.3,1222872832,767524009.9,1258346702,2025870712,3085354818,7047121405,10132476222,3957061706
2020.1.2,7224.84,6945.83,7189.94,26531.32,187393954.4,6965.72,direct,492881948.2,1331950846,1824832795,886355270.4,2086023541,2972378742,3420612515,9697663473,13118275988,5196470934
2020.1.3,7407.11,6882.62,6965.72,51975.01,376690440.4,7339.7,direct,578138994.4,2654080219,3232219213,1225741937,3596043445,4821785455,4548132374,15458162428,20006294802,8573295856
2020.1.4,7405.75,7278.6,7339.7,22083.57,162106895.1,7357.5,direct,497288274.8,1250933554,1748221829,912145988.9,1634654917,2546800906,3618075641,8927334091,12545409732,5017059679
2020.1.5,7501.42,7330.07,7357.5,24084.13,179147746.9,7359.96,direct,472514289.6,1417989250,1890503466,980222435.9,2050060113,3030282549,3850433656,10294688482,14145122138,5812212005
2020.1.6,7799.63,7355.11,7359.96,46443.66,352286216.6,7762.69,direct,678675296.9,2256177409,2934852706,1396034174,2842256856,4238291030,5109434230,13529502509,18638936739,8346039076
2020.1.7,8218.63,7736.57,7762.69,75423.75,600054472.3,8160.36,direct,734101007.8,3190686153,3924787161,1503002850,4013280471,5516283240,5396197177,17582172359,22978369454,10330211638
2020.1.8,8458.65,7873.97,8160.36,85087.59,699004342.7,8045.15,direct,683418195.4,3940369979,4623788175,1482773680,4930179748,6412953347,5296379931,20047796012,25344175943,11184569222
2020.1.9,8047.11,7757.04,8045.15,40045.64,316199456.8,7817.35,direct,534351206.9,2231214904,2765566189,1066954142,2869246451,3936200671,4191943947,14493975872,18685919741,7097873235
2020.1.10,8192.05,7682.56,7817.35,55534.09,441131626.3,8190.31,direct,774717000.1,3141813236,3916530154,1537662559,4467755299,6005417858,5636023165,19300740791,24936763956,10747477204
2020.1.11,8287.42,8003.87,8190.31,30734.63,250060123.9,8024.58,direct,764459607.6,1991732453,2756191980,1468205965,2633031770,4101237735,5952329473,13967662268,19919991821,8783023580
2020.1.12,8185.14,7968.4,8024.58,17525.61,142197585.8,8181.49,direct,629366599.9,1398316619,2027683300,1235797129,1874696964,3110494093,5422419783,11029952977,16452372760,6848013408
2020.1.13,8200.4,8057.37,8181.49,22746,184437465.7,8106.56,direct,563878613.5,1330418552,1894297165,1094083225,1761538951,2855622176,4729610706,11238097782,15967708488,6000816188
2020.1.14,8874.07,8106.4,8106.56,89444.78,768098459,8820.95,direct,1768562721,4662706890,6431269523,3680110749,6113849666,9793960415,12047904201,26240702225,38288606515,21526934208
2020.1.15,8890.04,8559.93,8820.95,50394.79,441186933.8,8813.21,direct,1866905711,3002232061,4869137772,3447266909,3894124330,7341391239,11579092391,19721039757,31300132148,18352161404
2020.1.16,8846.78,8586.56,8813.21,33539.82,290989712.9,8719.63,direct,1244164679,2089370099,3333534779,2376984305,2692236162,5069220467,8485314795,14368431716,22853746511,12405225769
2020.1.17,9004.35,8665.99,8719.63,48787.4,432856377.8,8894.83,direct,1606162669,2957114786,4563277455,3099329242,3750969913,6850299155,10982414935,17617059560,28599474406,16132673607
2020.1.18,8974.65,8807.26,8894.83,19872.9,176837362.3,8909.28,direct,1445300821,1584762057,3030062788,2906146998,2072591376,4978738285,9943169425,11936211622,21879381047,13636443026
2020.1.19,9177.39,8508.15,8909.28,47750.9,421483277.3,8702.59,direct,1145203842,2992241370,4137445125,2300414357,3939301597,6239715954,8457481379,17099855896,25557337274,13563874005
2020.1.20,8737.36,8521.52,8702.59,21888.47,189247381.5,8634.03,direct,862370283.7,1646436650,2508806933,1606263803,2226512401,3832776205,6190826240,11892797586,18083623739,9244934246
2020.1.21,8771.75,8479.9,8634.03,22731.19,196404470.2,8724.84,direct,709184136.2,1434506609,2143690658,1455724547,2013211897,3468936532,5767129361,11477638872,17244768233,8002063348
2020.1.22,8793.74,8582.43,8724.84,17278.13,149906743.9,8667.26,direct,566229755.6,1185119010,1751348765,1326822903,1759708251,3086531154,5300407903,10630451854,15930859757,7104307652
2020.1.23,8680.93,8290.98,8667.26,38348.08,323273085.4,8394.28,direct,831725744.4,1993654427,2825380172,1613027385,2738897850,4351925235,6164029769,14464723117,20628752886,9235341695
2020.1.24,8517.5,8225.83,8394.28,27811.03,233502998.7,8431.78,direct,801013029.1,1694416276,2495429305,1671120785,2287511560,3958632345,6218901161,12291038759,18509939835,9155478413
2020.1.25,8444.32,8263.42,8431.78,14296.82,119345600.3,8345.88,direct,531425160.9,970033453.4,1501458614,1043741762,1310006798,2353748560,4401771010,8629898392,13031669402,5630177135
2020.1.26,8605.33,8302.57,8345.88,22444.54,189985702.2,8602.37,direct,626614867.8,1154451818,1781066686,1360368985,1575501527,2935870512,5271285534,9759049574,15030335108,7026985207
2020.1.27,8991.01,8572.37,8602.37,37524.75,329416202.6,8898.94,direct,928107917.1,1957320607,2885428524,2019639973,2702550413,4722190297,7384157895,14531117035,21915274841,11236930919
2020.1.28,9407.39,8892.58,8898.94,51850.54,471220882.6,9391.97,direct,1064943363,3045277711,4110221074,2276533321,4044957213,6321490534,8070976928,20243904925,28314881853,13442481718
2020.1.29,9429.16,9234.27,9391.97,36978.22,345265419.2,9286.18,direct,981375203,2162781874,3144156984,1975105111,2999256174,4974361285,7553329595,16194587180,23747916775,11775668258
2020.1.30,9561.26,9181.72,9286.18,45852.79,430815723.7,9501.38,direct,1141625772,2351439433,3493065110,2408003333,3176937000,5584940333,8580878705,16970821002,25551699802,13118548145
2020.1.31,9518.87,9208.36,9501.38,31334.26,292627758,9342.23,direct,963906254.2,1875092716,2838998971,2111228884,2621348554,4732577438,7696163734,15121218849,22817382583,11035665576
2020.2.1,9455.92,9296.57,9342.23,14778.25,138614091.6,9384.45,direct,764978790.9,1072872460,1837851251,1721226186,1558906733,3280132920,6665078133,11591145985,18256224212,8250400310
2020.2.2,9469.84,9169.21,9384.45,24059.37,225322638.4,9334.25,direct,940514456.2,1636948356,2577462812,2152691524,2391751374,4544442899,7750122111,15736037272,23486159383,10564456079
2020.2.3,9605.66,9230.83,9334.25,33363.87,312315107.5,9288.96,direct,875641742.1,1719586859,2595228601,1863974267,2559734091,4423708452,11190317501,15384452093,26574769594,9991363660
2020.2.4,9347.12,9089.52,9288.96,26614.92,244997962,9171.98,direct,990680510.1,1777911462,2768591972,1943528254,2542444606,4485972860,1.91952E+11,15528607348,2.0748E+11,10076335210
2020.2.5,9750.28,9162.98,9171.98,47150.99,448381299.9,9611.42,direct,1217589007,2520290694,3737879700,2674672397,3474103409,6148775806,9353033409,19154165924,28507199332,14057324858
2020.2.6,9853.08,9533.37,9611.42,42264.62,410313693.9,9755.84,direct,1396429670,2489506470,3885936238,2842554711,3367373538,6209928249,10236641941,19585759703,29822401741,14726980856
2020.2.7,9866.18,9714.16,9755.84,25549.21,249852208.3,9808.36,direct,1411312366,1921033611,3332345976,2468854939,2608056067,5076911007,9202224244,15958006828,25160231072,12801901486
2020.2.8,9936.26,9665.26,9808.36,24889.03,244352034.5,9898.25,direct,1499710286,1908926905,3408637191,2624090315,2740147395,5364237710,9596497593,16326067639,25922565231,13345860164
2020.2.9,10162.71,9880.67,9898.25,33829.57,340301629.7,10157.78,direct,1506641443,2185284960,3691926403,2496663884,3166959534,5663623418,9028938189,17302189553,26331127742,13321938933
2020.2.10,10185.09,9761.16,10157.78,40941.28,406256357.8,9858.03,direct,1611803678,2545017735,4156821413,2572513950,3559872744,6132386694,9850669009,19521615682,29372284691,14273333002
2020.2.11,10370.44,9716.32,9858.03,49240.73,495614708,10269.43,direct,1630005418,2870087665,4500093083,2952661174,4046394492,6999055666,10453072158,19066169926,29519242084,15567369888
2020.2.12,10475.43,10250.55,10269.43,43484.9,449510878.9,10347.93,direct,2138089090,2503799009,4641887995,3951774713,3487130408,7438905121,13772860346,20892759584,34665619930,19060632190
2020.2.13,10500.54,10081.02,10347.93,49389.81,507955952,10233.32,direct,2506409102,3353685632,5860094734,4083259539,4650201635,8733461174,15121634107,24569877333,39691511440,21949873365
2020.2.14,10387.37,10103.67,10233.32,28984.69,297409586.9,10360.37,direct,2021713795,2369215835,4390929527,3367222921,3306972293,6674195214,12712647873,20433899792,33146547665,16504426946
2020.2.15,10388.6,9789.89,10360.37,29878.88,300819428.5,9905.43,direct,2296797808,2394220981,4691018789,3794478419,3125109676,6919588095,14160768950,20031417672,34192186623,18107490164
2020.2.16,10042.6,9634.4,9905.43,27579.54,272176494.5,9925.51,direct,2366771209,2294473695,4661244904,3999582914,3090913491,7090496405,14775106841,20097339992,34872446734,19852468727
2020.2.17,9958.46,9482.71,9925.51,37157.31,359702988.1,9702.48,direct,2222599002,2800911441,5023510443,3805717638,4007486822,7813204459,13820009536,22069887691,35889897324,20463803771
2020.2.18,10274.35,9618.77,9702.48,38551.14,382869718.9,10182.6,direct,1917562285,2805533168,4723095453,24037164900,4167164492,28204329291,54281512423,22800077669,77081590092,39493305540
2020.2.19,10300.04,9340.17,10182.6,47506.68,473100344.4,9602.43,direct,1474364592,2464715051,3939079643,2483653060,3858986447,6342639506,10708163354,20565454809,31273618259,15165744546
2020.2.20,9698.59,9402.81,9602.43,36843.12,352949373.6,9608.8,direct,1396673576,1894378667,3291052243,2739897240,3679282259,6419179499,11825149185,21802049053,33627198237,15650832177
2020.2.21,9766.16,9582.07,9608.8,30286.18,293546157.5,9697.86,direct,1683164849,1967931258,3651096107,2539789624,2999230978,5539020602,11254743583,19480409278,30735152861,12992485466
2020.2.22,9720.21,9577.84,9697.86,12206.36,118171544.8,9671.46,direct,1351107991,1350542307,2701650202,1792921948,2393447658,4186369606,8936222554,16990514633,25926737187,9804209686
2020.2.23,10011.4,9669.88,9671.46,23058.71,228093371.6,9977.39,direct,1460571464,1999689855,3460261420,2093860254,3776354613,5870214867,10118724818,21725165288,31843890106,12060032874
2020.2.24,10019.3,9495.76,9977.39,34044.18,331102536.2,9664.21,direct,1491212053,2631531911,4122743965,1886160193,4917511489,6803671683,9770507902,23090167064,32860674870,13895422738
2020.2.25,9682.05,9258.4,9664.21,34827.75,329372824.7,9316.18,direct,1548018951,2417722736,3965741687,2297969391,4381075251,6679044642,10541435889,22633445131,33174881020,14832681923
2020.2.26,9379.07,8652.97,9316.18,65447.95,588359496.5,8793.5,direct,1947238795,3652550115,5599788999,3062756441,6191795910,9254552438,12377077946,28459785861,40836863807,20984692590
2020.2.27,8978.84,8540.74,8793.5,47005.39,413657559.4,8821.5,direct,1659903105,2977528834,4637431939,2581236532,5208209630,7789446162,11022511445,25922994604,36945506049,18059842516
2020.2.28,8908.8,8449.12,8821.5,41600.5,360795192.4,8719.29,direct,1364850518,2889983385,4254833903,2268960674,5091811977,7360772564,9415525481,24583400252,33998925820,16198202404
2020.2.29,8815.63,8545.32,8719.29,16806.37,146455562.4,8545.45,direct,1285959992,2000197591,3286157583,2243238905,3122491621,5365730611,8602338770,16885584027,25487922883,11415775219
2020.3.1,8776.71,8443.57,8545.45,25550.31,219324311.1,8549.38,direct,1250104279,2124618393,3374722758,2059851282,3728813626,5788664908,8774538438,18775699599,27550238037,12047949760
2020.3.2,8983.78,8521.79,8549.38,33004.6,290280969.4,8919.74,direct,1368987602,2812949365,4181936878,2245573177,5326018677,7571591854,10590138372,24471561795,35061700166,14572370210
2020.3.3,8940.69,8680.57,8919.74,28648.83,252211805.9,8765.68,direct,1344556172,2749629197,4094185369,2235039952,5027209958,7262249910,10930543233,22582119834,33512663067,13674213520
2020.3.4,8863.91,8690.82,8765.68,22115.34,194233894.1,8773.78,direct,1353249578,2070093374,3423342952,2046662644,3715245209,5761907852,9462550508,17785375588,27247926096,11296011526
2020.3.5,9179.74,8772.83,8773.78,33760.74,305196274.3,9074.82,direct,1412319954,2776647359,4188967222,2204840682,5375213173,7580053855,9041600986,21967859081,31009460067,14269859609
2020.3.6,9183.26,9015.35,9074.82,21090.1,192168163.6,9160.39,direct,1294554284,2754038276,4048592560,2202385025,5454379628,7656764654,9113561903,22326074695,31439636506,13535302217
2020.3.7,9225.42,8880.33,9160.39,20669.17,187063951.8,8903.72,direct,1316619520,2293516358,3610135878,2193582518,3972333153,6165915582,9100768405,18467175914,27567944319,11999534629
2020.3.8,8920.28,8033.06,8903.72,63231.33,533371350.3,8057.67,direct,1427399481,3716985283,5144384683,2360712225,6067054696,8427766921,9625020250,23998961266,33623981516,16641801890
2020.3.9,8200.82,7664.34,8057.67,86700.45,682781069.2,7944.4,direct,1440595391,4950452204,6391047595,2448793137,8483169188,10931962246,9790761738,31592439075,41383200892,20836565249
2020.3.10,8165.09,7758.12,7944.4,53646.28,427332546.5,7894.66,direct,1069278566,3883034231,4952312797,1978029721,6675528393,8653558113,8051314844,25823040969,33874355813,15305646787
2020.3.11,7998.79,7614.48,7894.66,47596.23,372704355.3,7945.36,direct,1074593255,3412647884,4487241139,1962346364,5992647862,7954994226,7805730389,23802802608,31608532996,14315407139
2020.3.12,7984.16,4736.21,7945.36,286243.45,1769476929,4916.78,direct,1824528310,6622471213,8446999523,2442698883,7824964705,10267663588,9006678803,31119995188,40126673991,20660512672
2020.3.13,5984.55,3948.92,4916.78,319316.54,1663092006,5632.58,direct,2567272512,8396086868,10963359379,3880704327,12264281516,16144985843,13998411295,48550433700,62548844995,31371581545
2020.3.14,5665.57,5069.29,5632.58,87978.27,474539626.5,5181.77,direct,937594231,3738369053,4675963284,1558834615,5747348018,7306182686,6634050065,22114305171,28748355236,14008504540
2020.3.15,5961.78,5114.06,5181.77,105160.64,568696762.6,5357.02,direct,776170163.7,3855356439,4631526603,1402087488,5533074498,6935161986,6361622603,21870229735,28231852338,12762241420
2020.3.16,5364.93,4454.22,5357.02,203116.86,996661883.3,5045,direct,1038433589,6050753997,7089187586,1793192933,8675630365,10468823299,7600909655,30745857013,38346766667,18635766465
2020.3.17,5561.43,4950.9,5045,116314.49,618671971.8,5337.66,direct,765279743.3,4204194128,4969473925,1419458442,6533601474,7953059917,6001346246,25039304617,31040650916,13931201379
2020.3.18,5451.02,5024.71,5337.66,109210.96,576456805.6,5413.06,direct,753342543.1,3604827524,4358170067,1275881735,5842246046,7118127781,5944685284,24436438155,30381123438,12474614429
2020.3.19,6418.99,5268.33,5413.06,147007.71,868668216.7,6184.88,direct,1138565467,5191593405,6330158811,1892691349,8175106598,10067797947,8197981871,32729840814,40927822685,18541539806
2020.3.20,6932.04,5691.69,6184.88,148232.44,947038097.6,6206.44,direct,1200419089,5637613071,6838032160,1912925104,8699007189,10611932293,7854815785,34653404021,42508219744,20536877963
2020.3.21,6459.65,5876.79,6206.44,67262.29,415771088.7,6195.43,direct,809419175.7,3411173153,4220592266,1365737565,5711626331,7077363896,6447890241,25987311337,32435201578,13503229817
2020.3.22,6415.14,5750.68,6195.43,75451.24,457211402,5828.15,direct,732756922.4,3036146243,3768903165,1253769112,5158264421,6412033533,6421509289,23067641049,29489150338,12363080100
2020.3.23,6614.56,5703.64,5828.15,107692.99,667919370.2,6503.53,direct,780598414.9,4470361853,5250960268,1204433725,7044230428,8248664218,6712528546,29729400948,36441929494,14914025392
2020.3.24,6857.49,6406.64,6503.53,105151.69,700444488.2,6767.18,direct,761274590.8,4320927463,5082202054,1137353243,7023680890,8161034133,6718314938,30083057808,36801372746,14189646950
2020.3.25,6980.29,6483,6767.18,84721.04,566264216.1,6694.21,direct,686081884.6,3222077575,3908159459,1013748402,6068945750,7082694219,6183636244,26349426139,32533062315,12423369633
2020.3.26,6796.12,6539.61,6694.21,45203.7,302121295.1,6757.95,direct,740357548.4,2716522086,3456879634,1046223852,4262833967,5309057819,5810226918,20384475749,26194702668,9798363058
2020.3.27,6876.97,6312.53,6757.95,57134.12,381303011.5,6382.8,direct,760050930.7,2803158722,3563209653,1026592574,4428308578,5454901152,5869182403,19527416026,25396598429,9787291948
2020.3.28,6384.56,6051.23,6382.8,60814.06,378476571,6252.49,direct,730441642.1,2914340986,3644782628,1045799856,4701086229,5746886023,5989271801,20615428478,26604700279,10655242483
2020.3.29,6286.96,5882.2,6252.49,47232.21,286789900.2,5882.2,direct,547733464.4,1850397947,2398131353,782382422.2,3053198027,3835580508,5189007847,14949044844,20138052691,7149307231
2020.3.30,6616.94,5874.8,5882.2,70623.69,445848282.1,6403.31,direct,700318808.9,3597758506,4298077315,975663956.4,6373144263,7348808155,5941515833,24015964096,29957479929,11867849675
2020.3.31,6531.66,6350.61,6403.31,36169.65,233613490.2,6423.61,direct,678557913.9,2636347633,3314905546,876975261.5,4201355633,5078330958,5487975039,18392617551,23880592590,8817335763
2020.4.1,6716.04,6168,6423.61,59228.61,377164250.7,6663.63,direct,780299478.3,3605014701,4385314112,1050327025,6711796117,7762123142,6001475882,24304097172,30305573054,12125038595
2020.4.2,7245.15,6585.75,6663.63,93059.32,635319847.5,6804.42,direct,975561943.4,5393083607,6368645483,1307388535,7909763258,9217151793,6799708620,29918052590,36717761210,15337467178
2020.4.3,7044.01,6618.82,6804.42,55578.32,379639119.5,6743.68,direct,955827353.7,4227804108,5183631462,1256352372,6434052295,7690404734,6280872908,24274626597,30555499505,12839132392
2020.4.4,7010.45,6671.05,6743.68,33774.99,230044243.3,6875.95,direct,776618681,2823387531,3600006212,1026629873,4636440433,5663070306,5597770234,18748830608,24346600843,9742460189
2020.4.5,6910.39,6689.07,6875.95,26776.41,182019861.6,6781.64,direct,643036054.2,2063009813,2706045868,883106788.4,3581766908,4464873696,5076069950,15817767113,20893837063,7989302922
2020.4.6,7359.05,6779.91,6781.64,78676.82,560075869.6,7347.22,direct,1147726429,4784459923,5932186352,1834223481,7986472297,9820695704,8477441089,28760300569,37237741658,18304494563
2020.4.7,7462.51,7084.52,7347.22,70648.16,516422836.7,7201.57,direct,1258274442,4455547409,5713821851,1787427514,6490965090,8278392604,8194966016,25098126433,33293092449,17007793899
2020.4.8,7425.85,7157.96,7201.57,60952.77,445330043.8,7367.37,direct,1393069250,3338016767,4731086017,1839190099,5251623787,7090813886,7874080690,21411221249,29285301939,14852793779
2020.4.9,7374.01,7124.88,7367.37,44071.93,321287689.9,7294.55,direct,1071884665,2702663017,3774547682,1335899888,4259832867,5595732755,11133130409,18564046040,29697176377,11058123470
2020.4.10,7304.8,6757.67,7294.55,63355.47,440132415.2,6876.49,direct,1298559397,3667864066,4966423464,1586358314,5786605669,7372964051,7707086993,23639633624,31346720617,13915316531
2020.4.11,6956.27,6785.52,6876.49,24917.32,171352839.7,6887.6,direct,899746266.7,2225286927,3125033194,1241731655,3847018907,5088750631,5984910524,16308972819,22293883344,9877020482
2020.4.12,7199.97,6802.16,6887.6,42382.58,297514761.3,6913.76,direct,1023733994,2560463657,3584197582,1394476769,5076817663,6471294432,6487262798,20486391862,26973654660,11842766936
2020.4.13,6913.76,6612.34,6913.76,63091.4,426458894.2,6859.43,direct,899574459.8,3460946945,4360521405,1317819973,5921735836,7239555877,6777724791,23403472116,30181196907,13317196885
2020.4.14,6986.75,6773.97,6859.43,44630.96,307409556.7,6879.44,direct,774878176.2,2930595348,3705473524,1118935137,4838638301,5957573439,5809304583,20209378523,26018683106,10900333440
2020.4.15,6937.49,6614.79,6879.44,49708.81,336722796.8,6629.54,direct,714611574.6,2751361593,3465973167,1034026325,4778746192,5812772451,5279566372,19152250673,24431817045,10388034924
2020.4.16,7207.11,6487.08,6629.54,98809.08,685621725.5,7114.55,direct,1105413459,4767032797,5872446257,1718461427,7589301787,9307763214,7512234847,28296942890,35809177737,17170168101
2020.4.17,7155.17,7005.79,7114.55,45840.75,324325510.8,7037.12,direct,825908422.1,2382620630,3208529052,1205908398,3867111439,5073019837,5810531969,16551917695,22362449664,9993317422
2020.4.18,7304.35,7028.43,7037.12,35919.74,258251102.9,7264.29,direct,879626047.7,2136272378,3015898426,1362150118,3704823059,5066973105,6530367522,15860505006,22390872527,10911973026
2020.4.19,7276.84,7072.33,7264.29,29493.83,211422409.7,7132.88,direct,916815030.1,1944960693,2861775723,1390281838,3336376088,4726657927,6560808045,13570198491,20131006536,10459054002
2020.4.20,7225.23,6770.07,7132.88,64707,452319849,6842.45,direct,993339130.7,3317998499,4311337630,1573840957,5724239510,7298080466,7030271626,21004698608,28034970234,15216302371
2020.4.21,6948.78,6779.51,6842.45,44531.91,305844254.3,6855.11,direct,800849391.1,2355330450,3156179910,1198826710,4118319962,5317146672,5758032180,16718879930,22476912110,10956103946
2020.4.22,7165.43,6831.44,6855.11,43780.72,308254465.7,7135.41,direct,805593568.7,2430581873,3236175442,1217783300,4052214609,5269997908,6013506489,16855211558,22868717976,10844374712
2020.4.23,7731.56,7041.2,7135.41,81106.87,599195848,7489.25,direct,1088990873,4178507884,5267498756,1661545458,5625941076,7287486609,7583956135,22075497760,29659453895,14308746109
2020.4.24,7607.28,7408.35,7489.25,51734.5,389027134.5,7509.44,direct,917549412.1,2782346269,3699895681,1415580204,4120775312,5536355516,7000427103,17284701679,24285128707,10999024878
2020.4.25,7708.4,7445.98,7509.44,30165.48,227962632.4,7546.92,direct,911891023,2282971601,3194862624,1395999376,3360391560,4756390936,6920667899,15547107110,22467774934,10188584332
2020.4.26,7705.3,7497.88,7546.92,33092.14,251857766.3,7701.35,direct,965565535.8,2444162124,3409727660,1503466789,3626375800,5129842588,7263866650,16418277102,23682143674,10705082511
2020.4.27,7790.33,7639.98,7701.35,48551.15,374439201.8,7787.41,direct,1147985795,3113154050,4261139846,1775787866,4209408393,5985196259,7883621192,18511896193,26395517386,12687890911
2020.4.28,7791.85,7671.26,7787.41,38507.32,297442241.6,7760.32,direct,1078675168,2519368332,3598043500,1624464526,3482954462,5107418911,7364890023,15810273690,23175163713,11209485408
2020.4.29,8952.44,7733.02,7760.32,157978.19,1324299206,8784.96,direct,1533125831,8165334194,9698460025,2506102494,10102156170,12608258664,10660770780,35669623953,46330394733,23628043263
2020.4.30,9460.77,8416.64,8784.96,161267.28,1439132257,8637.56,direct,1488405423,9969754978,11458160314,2468760450,11608337078,14077097615,10388789099,39571789589,49960578687,25786011219
2020.5.1,9066.47,8631.39,8637.56,70407.63,620133839.7,8829.12,direct,1380669886,4834574041,6215243926,1971283979,5988300314,7959584205,9035376807,24458140130,33493516937,14959263835
2020.5.2,9013.29,8768.81,8829.12,36139.66,321429140.4,8981.11,direct,793991105.7,3370638335,4164629440,1363684647,4572306811,5935991458,7667134539,20110897938,27778032477,11406613500
2020.5.3,9197.48,8735.78,8981.11,59476.78,534161419.8,8907.19,direct,826707479.1,4814198312,5640905791,1562897599,6160894628,7723792227,8313648617,25020680788,33334329405,14199046797
2020.5.4,8968.9,8537.49,8907.19,64835.52,568639005.2,8881.65,direct,980216196.9,4681991107,5662207304,1729481428,6174491017,7903972356,8515481064,24737167761,33252648825,15837929429
2020.5.5,9119.13,8781.58,8881.65,60185.36,538111122.6,9029.75,direct,905335557.3,4312630994,5217966641,1515749727,5699796720,7215546447,7879702078,23614821894,31494523971,13311999678
2020.5.6,9408.99,8924.06,9029.75,88912.83,818515486.4,9153.2,direct,998725789,5355727432,6354453221,1700146306,7470365233,9170511539,8411992262,27325338391,35737330745,15673906454
2020.5.7,10064.33,9042.52,9153.2,125991.41,1213223440,9999.93,direct,1450239948,8045490481,9495730429,2327447408,10444054191,12771501599,10465766339,35833409164,46299175504,20989559472
2020.5.8,10041.73,9728.64,9999.93,91540.3,907665361.6,9808.18,direct,1296090274,5721592289,7017682563,1974855857,7468858942,9443714897,9040846552,28054328329,37095174880,17003431718
2020.5.9,9912.22,9525.77,9808.18,59814.44,580103588.2,9541.13,direct,1294991432,4717644741,6012636173,1904687958,8457468968,10362156926,8810479520,28790916977,37601396496,17842298848
