price_1month,price_3month,price_6month,종목코드,공시일
10600,12030,12090,367000,2022-10-24
2520,3415,4015,226400,2022-10-24
65900,65000,84700,000270,2022-10-24
27000,31000,34950,119610,2022-10-25
5320,5530,5670,014130,2022-10-26
27900,30750,30200,240810,2022-10-26
58515,61606,53758,170900,2022-10-26
10950,16620,15860,065370,2022-10-27
1705,1775,1526,007980,2022-10-27
29300,29750,33500,017800,2022-10-28
3520,4155,4165,053350,2022-10-28
2750,2790,2790,019680,2022-10-31
1910,1820,1798,019685,2022-10-31
35950,35000,30600,012510,2022-10-31
5280,4760,4465,033290,2022-11-01
5280,4760,4465,033290,2022-11-01
3160,3005,2615,138070,2022-11-01
18050,22050,25600,248070,2022-11-01
19700,17500,18750,065710,2022-11-02
4480,4755,5020,077500,2022-11-03
10550,12250,13130,159010,2022-11-03
1355,1279,1228,043260,2022-11-03
1355,1279,1228,043260,2022-11-03
1355,1279,1228,043260,2022-11-03
1355,1279,1228,043260,2022-11-03
97500,92800,86200,033780,2022-11-03
30200,27450,26000,084850,2022-11-04
133500,136100,147300,002030,2022-11-04
2510,2455,2150,023460,2022-11-07
7330,6750,6320,068930,2022-11-07
9700,9930,9540,192650,2022-11-07
5140,4400,3605,064820,2022-11-07
3260,3460,4100,147830,2022-11-07
6430,7280,8700,064850,2022-11-10
13850,14310,11320,230360,2022-11-10
34850,43250,44800,095660,2022-11-10
29850,27850,28750,053690,2022-11-11
2800,4525,6280,335890,2022-11-11
6750,6730,6240,004250,2022-11-15
25300,22500,23700,090460,2022-11-15
37350,38550,34800,004450,2022-11-17
3546,4191,3828,042500,2022-11-17
4245,7650,6080,277070,2022-11-17
8940,8840,10670,001560,2022-11-18
40650,43400,44600,138040,2022-11-21
8480,10390,12450,093520,2022-11-22
8480,10390,12450,093520,2022-11-22
571000,596000,494000,010130,2022-11-23
610000,668000,719000,051910,2022-11-23
27200,27500,30950,000880,2022-11-23
28100,28100,35100,049070,2022-11-23
5820,6210,7190,007820,2022-11-24
1760,2655,2135,323280,2022-11-28
3570,4560,5890,144960,2022-11-28
35900,34250,31200,003800,2022-11-29
109000,95900,98000,008870,2022-11-29
5980,6590,7450,290740,2022-11-30
1555,1722,2575,014910,2022-11-30
10000,10820,10460,004090,2022-11-30
8200,8460,7560,048530,2022-12-02
24750,23200,22600,005500,2022-12-02
12650,13600,12180,034310,2022-12-02
7900,8090,9400,091700,2022-12-02
7350,9970,13775,094360,2022-12-05
52000,48700,39600,023450,2022-12-07
52000,48700,39600,023450,2022-12-07
1270,1245,1795,043260,2022-12-07
1270,1245,1795,043260,2022-12-07
1270,1245,1795,043260,2022-12-07
1270,1245,1795,043260,2022-12-07
9131,8844,9350,002900,2022-12-08
216500,215500,220000,012330,2022-12-08
4360,4630,4455,054040,2022-12-09
6570,6880,6650,053260,2022-12-12
8000,8040,7450,122310,2022-12-13
168000,174900,164900,002840,2022-12-14
168000,174900,164900,002840,2022-12-14
1240,1659,1515,016880,2022-12-15
7060,6300,6280,023770,2022-12-16
3260,2950,2020,335870,2022-12-19
4720,5010,4480,033290,2022-12-20
4720,5010,4480,033290,2022-12-20
22550,23600,34450,039840,2022-12-21
3450,3410,3630,008420,2022-12-22
9260,9160,13000,094170,2022-12-22
1268,1115,1660,043260,2022-12-23
1268,1115,1660,043260,2022-12-23
1268,1115,1660,043260,2022-12-23
1268,1115,1660,043260,2022-12-23
2095,1579,1740,013700,2022-12-23
1597,1439,1462,009270,2022-12-26
8210,9040,12000,138580,2022-12-26
42200,40650,54400,131290,2022-12-26
674,637,598,038880,2022-12-26
65200,68700,67900,078340,2022-12-27
9620,10030,13270,092870,2022-12-28
14400,14000,11600,419120,2023-01-02
5930,5920,4890,122450,2023-01-02
8710,8690,8580,035150,2023-01-03
12320,12590,12460,079940,2023-01-03
6350,6300,6870,010240,2023-01-04
4115,3900,4835,119850,2023-01-04
64600,59100,59300,000590,2023-01-05
1455,1752,2640,012860,2023-01-05
4195,4165,3600,241520,2023-01-05
1373,1333,1349,034830,2023-01-05
102000,98500,106200,120030,2023-01-05
30250,31450,30800,097520,2023-01-06
4800,4390,3770,124560,2023-01-09
15940,21200,21950,200710,2023-01-09
23150,19440,16930,234340,2023-01-11
24400,24800,20300,214260,2023-01-11
51600,,,000060,2023-01-17
5080,10500,9720,001390,2023-01-18
142200,139500,142600,268280,2023-01-26
59055,53758,49442,170900,2023-01-26
26700,22300,17290,200130,2023-01-27
76000,86600,83100,000270,2023-01-27
156100,141200,162300,002030,2023-02-01
143700,160400,151000,068270,2023-02-01
143700,160400,151000,068270,2023-02-01
53900,68700,66600,091990,2023-02-01
6690,6710,6710,138930,2023-02-02
8250,9880,7080,088130,2023-02-06
7970,7110,6490,053210,2023-02-06
50800,49250,51200,105560,2023-02-07
36600,35750,35650,055550,2023-02-08
180800,167000,166900,002840,2023-02-08
42800,42200,37900,086790,2023-02-09
5230,5370,8900,041520,2023-02-09
19910,17040,15500,066620,2023-02-09
48350,44450,51600,007690,2023-02-09
30650,31250,31900,030200,2023-02-09
5740,5370,4570,102370,2023-02-10
28056,27500,23550,003120,2023-02-13
123100,110400,115900,145020,2023-02-14
10200,8560,7760,372800,2023-02-14
52400,55300,49000,004490,2023-02-15
27000,27450,25050,181710,2023-02-17
8710,8870,8560,017650,2023-02-21
8710,8870,8560,017650,2023-02-21
2925,3920,3440,016740,2023-02-21
11950,17170,24500,036930,2023-02-22
17130,23150,21800,018250,2023-02-22
59500,64100,49450,215200,2023-02-22
25750,26950,57700,091120,2023-02-23
9420,8790,6600,019990,2023-02-24
91100,109400,141300,041510,2023-02-27
27200,21850,22700,382840,2023-02-27
3475,3355,10000,017370,2023-02-27
25100,24200,21550,096530,2023-02-28
23250,21550,19100,143240,2023-02-28
1205,1525,1408,035890,2023-02-28
15000,14390,15370,024720,2023-02-28
43300,56200,53800,241560,2023-03-02
29100,27100,26050,042420,2023-03-03
150000,172200,145500,068270,2023-03-03
150000,172200,145500,068270,2023-03-03
5870,5270,4925,100790,2023-03-03
7570,9000,8170,053160,2023-03-03
214000,197800,208000,004170,2023-03-03
11380,12620,10130,294870,2023-03-06
4445,4960,4050,089470,2023-03-06
6740,6650,6080,012630,2023-03-06
75600,61500,52700,000990,2023-03-07
5520,5800,6610,039340,2023-03-08
64600,72300,66000,091990,2023-03-08
109100,112800,104800,069620,2023-03-08
138200,132700,129200,011780,2023-03-08
11790,13420,12340,028100,2023-03-10
4815,5280,6360,001740,2023-03-13
3580,4510,5340,003720,2023-03-13
1479,1467,1275,009270,2023-03-13
1100,1029,904,012280,2023-03-13
22450,26600,24750,323410,2023-03-13
40150,39800,32900,056190,2023-03-14
17090,17280,17740,052400,2023-03-15
3005,2835,2495,026040,2023-03-15
5390,5080,4060,121440,2023-03-16
8020,9150,8570,290720,2023-03-17
43650,43000,54800,138040,2023-03-17
2735,2490,3015,021080,2023-03-20
27000,24800,30300,009520,2023-03-21
61400,49550,77300,058430,2023-03-21
22650,22950,20800,236200,2023-03-21
24050,25250,21300,37550L,2023-03-23
33000,35600,30800,375500,2023-03-23
20200,20700,17540,37550K,2023-03-23
9990,8920,8600,141000,2023-03-23
6930,6910,7740,002310,2023-03-23
18420,26100,23450,356860,2023-03-23
15200,14960,16810,018310,2023-03-23
11190,11200,10600,071670,2023-03-24
22800,22500,21850,005500,2023-03-24
17810,16290,15050,038390,2023-03-24
13240,10990,10700,950190,2023-03-27
8510,9100,,017650,2023-03-28
8510,9100,,017650,2023-03-28
1933,1943,,068330,2023-03-28
192100,199000,,259960,2023-03-28
4630,4370,,215480,2023-03-29
8230,8110,,115500,2023-03-29
8600,7270,,253840,2023-03-29
13410,13480,,084010,2023-03-29
47000,39850,,095660,2023-03-29
41350,44250,,402340,2023-03-30
1495,1280,,064800,2023-03-30
7600,7050,,059100,2023-03-31
6040,6850,5640,095270,2023-04-03
6040,6850,5640,095270,2023-04-03
13630,12740,10920,376980,2023-04-03
11290,16010,13510,224110,2023-04-03
7570,14600,30500,087010,2023-04-05
1607,2190,1590,027580,2023-04-05
17550,16630,14040,007570,2023-04-06
149900,140200,170200,002030,2023-04-07
149900,140200,170200,002030,2023-04-07
42700,55000,53300,357550,2023-04-07
6020,6350,6040,009290,2023-04-11
4645,3075,2685,299900,2023-04-12
8250,8950,8310,091700,2023-04-14
5300,7740,5450,236810,2023-04-14
138400,143800,136700,268280,2023-04-18
1709,1600,1616,043260,2023-04-19
23500,22250,18670,230240,2023-04-19
23500,22250,18670,230240,2023-04-19
5850,5080,5530,003410,2023-04-20
12030,11760,12290,316140,2023-04-21
12010,13370,10720,108380,2023-04-21
1012,954,711,250930,2023-04-24
12430,13110,9370,093520,2023-04-24
8860,8790,7970,017650,2023-04-24
8860,8790,7970,017650,2023-04-24
15270,15660,14050,045100,2023-04-26
55328,49442,53267,170900,2023-04-26
8840,8990,8570,114810,2023-04-27
4480,3825,6100,054040,2023-04-27
35200,35150,35000,055550,2023-04-27
168100,166800,165400,002840,2023-05-02
97500,102200,62700,361610,2023-05-02
4455,3700,3140,140070,2023-05-03
8850,13530,10780,192650,2023-05-03
41400,43100,47000,017800,2023-05-04
627,524,418,038880,2023-05-08
6880,5900,5360,032850,2023-05-08
54900,51900,45000,101490,2023-05-08
28800,35300,37300,403870,2023-05-09
7610,6780,6830,015890,2023-05-09
4325,4635,4310,064820,2023-05-09
5850,8900,6740,041520,2023-05-09
6450,7480,6750,099430,2023-05-09
4515,4440,4295,058730,2023-05-09
9160,8300,7950,290720,2023-05-11
1794,1505,1335,204610,2023-05-11
1794,1505,1335,204610,2023-05-11
65400,43750,47150,001080,2023-05-11
65400,43750,47150,001080,2023-05-11
65700,51300,47900,078340,2023-05-12
7210,7360,8140,139130,2023-05-12
6260,6010,6060,068930,2023-05-15
11390,12820,12310,287410,2023-05-15
9730,7900,6940,296640,2023-05-15
5173,5410,4030,393210,2023-05-17
59400,132900,99600,001570,2023-05-19
9030,7980,6360,052330,2023-05-23
140600,166400,163900,002030,2023-05-25
140600,166400,163900,002030,2023-05-25
11120,9810,9050,006660,2023-05-25
2530,2320,2170,017180,2023-05-25
8980,8500,8070,017650,2023-05-25
8980,8500,8070,017650,2023-05-25
16100,14070,13850,065680,2023-05-26
5170,5710,5310,092780,2023-05-30
4295,4140,4215,005720,2023-05-31
5480,4885,4900,052600,2023-06-02
10640,9620,7700,419120,2023-06-07
38800,45500,47150,001080,2023-06-07
38800,45500,47150,001080,2023-06-07
991,787,205,000300,2023-06-08
18800,23650,18500,230240,2023-06-08
18800,23650,18500,230240,2023-06-08
1560,1370,1389,035890,2023-06-08
8790,8410,7800,347890,2023-06-12
1572,1438,1266,204610,2023-06-12
1572,1438,1266,204610,2023-06-12
1726,1719,1812,096630,2023-06-15
6610,5600,5440,095270,2023-06-16
6610,5600,5440,095270,2023-06-16
21100,23600,21750,005500,2023-06-16
17960,15330,14270,089970,2023-06-20
12300,10690,11880,039290,2023-06-21
22150,16880,15370,083930,2023-06-21
6950,6850,6670,094840,2023-06-21
147400,139300,185500,068270,2023-06-22
23350,22450,21600,036800,2023-06-22
5600,4600,7950,080580,2023-06-26
5120,5850,6200,222040,2023-06-27
7090,6480,,008250,2023-06-28
13280,12940,,290090,2023-06-28
34300,65000,,141080,2023-06-28
13100,14670,,214180,2023-06-28
47150,61700,,042700,2023-06-28
3635,3795,,051390,2023-06-29
36800,30750,,056190,2023-06-30
7840,7510,10730,035150,2023-07-03
5630,5190,5730,016590,2023-07-03
2965,2455,3800,299900,2023-07-03
14070,13500,11440,259630,2023-07-03
12300,11800,13380,263860,2023-07-05
149000,131800,214500,068270,2023-07-05
149000,131800,214500,068270,2023-07-05
42850,44100,41150,017800,2023-07-06
42850,44100,41150,017800,2023-07-06
67300,61300,75900,091990,2023-07-06
67300,61300,75900,091990,2023-07-06
4530,3970,3985,225220,2023-07-10
8870,8010,8030,017650,2023-07-10
8870,8010,8030,017650,2023-07-10
8870,8010,8030,017650,2023-07-10
8870,8010,8030,017650,2023-07-10
12650,11630,9020,053580,2023-07-12
162000,162900,169700,002840,2023-07-12
131100,117000,99800,001570,2023-07-13
131100,117000,99800,001570,2023-07-13
21550,20300,23100,096530,2023-07-13
71900,65800,70900,134380,2023-07-13
134200,134700,134800,268280,2023-07-13
25350,20300,25800,042420,2023-07-13
4170,3705,3925,004310,2023-07-14
7570,7720,8320,002310,2023-07-17
10010,10030,9990,183190,2023-07-17
1341,1343,1281,009270,2023-07-19
1341,1343,1281,009270,2023-07-19
25950,25400,25350,251970,2023-07-20
17750,14500,19460,218410,2023-07-20
2520,3430,2435,007210,2023-07-21
39500,39400,37450,006120,2023-07-21
4785,4400,4880,275630,2023-07-25
5430,5020,5050,109740,2023-07-25
52500,54400,52900,105560,2023-07-25
9270,8450,10040,023600,2023-07-26
8960,10160,10840,175330,2023-07-26
47350,49250,49600,017670,2023-07-26
60233,53267,70000,170900,2023-07-26
1022,1010,1008,131090,2023-07-26
170700,170300,177000,002030,2023-07-26
170700,170300,177000,002030,2023-07-26
22500,17630,33600,322310,2023-07-26
1425,1237,1364,192250,2023-07-26
228500,216000,204000,012330,2023-07-26
5550,5440,5710,003410,2023-07-26
9670,8390,8890,025770,2023-07-27
19770,8970,7880,110790,2023-07-27
35550,35000,40500,055550,2023-07-27
13990,14940,20400,003090,2023-07-27
9190,8910,9900,161580,2023-07-28
507,400,459,038880,2023-07-28
81700,66900,104100,067160,2023-07-31
33650,23400,31450,389020,2023-07-31
8530,7710,8260,017650,2023-08-01
8530,7710,8260,017650,2023-08-01
8530,7710,8260,017650,2023-08-01
8530,7710,8260,017650,2023-08-01
54700,51700,49650,002710,2023-08-01
1239,1164,1118,034830,2023-08-02
4605,3031,5189,408900,2023-08-02
5070,4095,2960,065570,2023-08-03
5070,4095,2960,065570,2023-08-03
86900,87300,90900,033780,2023-08-03
7680,7900,6630,008110,2023-08-04
10550,9180,9160,376980,2023-08-08
41750,46900,65200,402340,2023-08-08
29650,26750,28700,049070,2023-08-08
11930,10870,11360,024090,2023-08-08
11930,10870,11360,024090,2023-08-08
3365,3185,3355,053350,2023-08-09
8030,7070,7810,054620,2023-08-09
15470,17430,21450,178320,2023-08-09
6410,5140,5800,002900,2023-08-10
8230,8390,8410,001560,2023-08-16
8230,8390,8410,001560,2023-08-16
8050,8650,8080,091700,2023-08-16
8490,11420,20950,229640,2023-08-16
8570,8030,7870,290720,2023-08-16
4810,3220,3160,065570,2023-08-18
4810,3220,3160,065570,2023-08-18
25750,26350,30550,054450,2023-08-18
4630,4400,4060,208350,2023-08-18
1615,1498,1404,052420,2023-08-21
2040,2040,1773,061250,2023-08-21
21000,28550,34500,031980,2023-08-21
21000,28550,34500,031980,2023-08-21
16100,26150,29850,094360,2023-08-21
129500,98700,93000,001570,2023-08-21
129500,98700,93000,001570,2023-08-21
3920,3570,2970,352700,2023-08-22
8380,8060,8500,017650,2023-08-22
8380,8060,8500,017650,2023-08-22
8380,8060,8500,017650,2023-08-22
8380,8060,8500,017650,2023-08-22
2305,2385,2170,114450,2023-08-22
3270,3745,3765,067010,2023-08-24
42150,36400,34100,204320,2023-08-24
9420,17050,,093520,2023-08-28
72800,,,091990,2023-08-28
72800,,,091990,2023-08-28
165000,190000,,068270,2023-08-28
165000,190000,,068270,2023-08-28
3060,3045,,002200,2023-08-29
10900,11330,,101930,2023-08-29
13740,17680,,079940,2023-08-29
1900,1904,,002690,2023-08-31
14062,11890,,173130,2023-09-01
21900,24500,42450,031980,2023-09-06
21900,24500,42450,031980,2023-09-06
14100,13980,14200,060720,2023-09-07
3415,4065,5860,013990,2023-09-11
169400,166200,218000,002030,2023-09-11
169400,166200,218000,002030,2023-09-11
2808,2992,4620,211050,2023-09-11
4280,4000,4370,064820,2023-09-12
5780,5280,4840,095270,2023-09-12
6490,7170,6760,039830,2023-09-12
2070,1826,1504,096630,2023-09-12
9570,8900,11270,043370,2023-09-13
17500,16100,18980,100030,2023-09-13
8020,8080,8510,017650,2023-09-13
8020,8080,8510,017650,2023-09-13
8020,8080,8510,017650,2023-09-13
8020,8080,8510,017650,2023-09-13
18600,19580,21500,126700,2023-09-14
11150,11230,11130,024090,2023-09-15
11150,11230,11130,024090,2023-09-15
4290,4380,4155,008370,2023-09-15
8530,8650,6980,318010,2023-09-15
47300,37800,115000,065350,2023-09-19
4090,4510,4385,309960,2023-09-20
8210,9490,8720,232680,2023-09-20
7840,8520,8700,001560,2023-09-21
7840,8520,8700,001560,2023-09-21
47900,57000,81800,138040,2023-09-21
45950,45050,40950,017800,2023-09-22
45950,45050,40950,017800,2023-09-22
21300,23550,24150,001940,2023-09-25
11620,17320,18900,098460,2023-09-25
1380,1382,1309,009270,2023-09-25
1380,1382,1309,009270,2023-09-25
4965,5230,5880,067990,2023-09-25
9570,11640,12060,417790,2023-09-26
8900,7970,6880,377330,2023-10-04
1417,1365,1358,035890,2023-10-04
2065,2115,1511,307870,2023-10-04
3191,3441,6326,042500,2023-10-04
6210,6460,6060,092460,2023-10-05
6210,6460,6060,092460,2023-10-05
3570,3850,3770,048470,2023-10-05
7125,7110,7260,006730,2023-10-06
13080,13060,,028100,2023-10-10
10130,9960,,078000,2023-10-10
2920,3525,3060,043610,2023-10-11
163700,169400,188000,002840,2023-10-11
163700,169400,188000,002840,2023-10-11
140300,134500,142900,268280,2023-10-12
140300,134500,142900,268280,2023-10-12
6830,8330,7780,362320,2023-10-13
12700,12800,14060,417840,2023-10-16
5640,5840,5610,016590,2023-10-16
2635,2800,2545,039420,2023-10-16
9230,10000,9030,066310,2023-10-16
67300,58100,59300,360070,2023-10-16
8030,7720,5430,290720,2023-10-16
8030,7720,5430,290720,2023-10-16
62800,52400,136300,042700,2023-10-17
6350,6760,6430,148930,2023-10-17
5940,5450,7000,003410,2023-10-17
7300,6440,7290,006800,2023-10-18
36400,37350,33400,375500,2023-10-18
5300,4615,4180,275630,2023-10-18
2140,1740,1789,096630,2023-10-23
2140,1740,1789,096630,2023-10-23
2140,1740,1789,096630,2023-10-23
76400,,,091990,2023-10-23
76400,,,091990,2023-10-23
172900,181600,179700,068270,2023-10-23
172900,181600,179700,068270,2023-10-23
4160,4690,4870,095570,2023-10-23
35700,39900,33750,008930,2023-10-24
92000,93000,128700,039490,2023-10-25
19850,18650,20550,126700,2023-10-25
36750,39650,43500,055550,2023-10-25
157800,136200,100000,011170,2023-10-26
8320,8180,8400,001560,2023-10-26
9000,10300,10690,377450,2023-10-27
4750,4350,4235,089470,2023-10-27
5310,9330,7200,077500,2023-10-27
29850,27700,25850,056190,2023-10-30
129300,135700,169500,090430,2023-10-30
15680,17710,17410,082920,2023-10-30
4100,3010,2705,058110,2023-10-30
12990,19950,14500,190510,2023-10-30
6410,5960,4725,405920,2023-10-30
163600,183500,166000,034730,2023-10-31
3305,3925,3610,140070,2023-10-31
24146,24518,30550,005810,2023-10-31
11940,12290,12060,004360,2023-10-31
20100,25000,19520,084850,2023-11-02
7380,7670,7320,099390,2023-11-02
5210,5920,6670,006620,2023-11-02
23300,23100,19890,007070,2023-11-02
15030,13530,12290,273640,2023-11-03
10750,10920,10070,183190,2023-11-06
19700,19980,19710,020000,2023-11-06
1845,2285,2710,207760,2023-11-06
6400,6820,7600,136410,2023-11-07
5520,5510,5440,093190,2023-11-08
42600,43500,46300,064960,2023-11-08
3465,4500,4900,417500,2023-11-09
3340,3550,3525,332370,2023-11-09
78800,,,091990,2023-11-09
78800,,,091990,2023-11-09
177700,187500,189700,068270,2023-11-09
177700,187500,189700,068270,2023-11-09
32150,32850,33200,004450,2023-11-09
484000,473000,495000,010130,2023-11-09
5440,6200,5200,059100,2023-11-10
4330,3630,3690,010660,2023-11-10
153100,152500,201500,145020,2023-11-13
4215,4180,9860,119850,2023-11-13
12150,11950,9960,192650,2023-11-13
8270,7800,5450,290720,2023-11-14
8270,7800,5450,290720,2023-11-14
2450,2680,3000,347740,2023-11-15
6640,6430,6160,025980,2023-11-16
19990,20350,17780,294570,2023-11-17
3955,4234,3730,357230,2023-11-17
949,883,871,011370,2023-11-17
8890,8950,8670,060850,2023-11-20
10350,10100,9900,159010,2023-11-20
28300,24050,28200,013030,2023-11-20
6600,5930,7060,092460,2023-11-20
6600,5930,7060,092460,2023-11-20
21900,22350,20800,172670,2023-11-21
21750,22050,21950,036800,2023-11-21
9740,10560,11150,030190,2023-11-21
93000,94300,179300,006260,2023-11-21
8060,7640,9800,024720,2023-11-22
3070,3140,2750,169330,2023-11-22
29150,25450,20050,290650,2023-11-23
16700,16150,16020,264450,2023-11-24
3480,3805,3650,016740,2023-11-24
5360,5360,5620,080010,2023-11-24
,,,046140,2023-11-27
34850,32800,,240810,2023-11-30
13050,14200,,138080,2023-12-01
18810,18950,,065710,2023-12-04
3040,3450,,278650,2023-12-04
29350,28500,,001530,2023-12-06
29350,28500,,001530,2023-12-06
25850,23200,,111380,2023-12-07
1782,1516,,096630,2023-12-07
1782,1516,,096630,2023-12-07
1782,1516,,096630,2023-12-07
27000,37650,,416180,2023-12-07
1782,1531,,096630,2023-12-08
1782,1531,,096630,2023-12-08
1782,1531,,096630,2023-12-08
4370,4370,,064820,2023-12-12
5100,4885,,134060,2023-12-13
169700,171100,,002840,2023-12-13
169700,171100,,002840,2023-12-13
134800,132200,,268280,2023-12-14
134800,132200,,268280,2023-12-14
3480,3235,,171120,2023-12-15
9290,11400,,043370,2023-12-18
176000,235500,,002030,2023-12-20
6470,9900,,148150,2023-12-21
48950,50700,,002170,2023-12-21
58500,56300,,215200,2023-12-22
2300,2195,,003610,2023-12-22
1928,1961,,011330,2023-12-22
3870,3475,,051380,2023-12-22
26400,26800,,001530,2023-12-27
26400,26800,,001530,2023-12-27
15460,21350,,018290,2024-01-04
102000,96500,,120030,2024-01-05
66600,65900,,000590,2024-01-05
8940,,,002310,2024-01-10
11010,,,253590,2024-01-10
75400,140300,,042700,2024-01-16
7880,5340,,290720,2024-01-17
2160,1803,,005880,2024-01-18
63700,63300,,215200,2024-01-18
8500,8150,,017650,2024-01-19
17040,16150,,091580,2024-01-22
24900,20700,,126700,2024-01-23
111100,103100,,185750,2024-01-23
3055,2775,,066590,2024-01-23
51100,28200,,416180,2024-01-23
19300,19150,,425040,2024-01-24
10360,9090,,053580,2024-01-24
8680,7330,,006800,2024-01-25
114600,116600,,000270,2024-01-25
3935,3630,,00680K,2024-01-25
54800,64400,,189300,2024-01-29
2240,2060,,331380,2024-01-30
6390,6370,,011040,2024-01-30
56600,58700,,086790,2024-01-31
8000,8500,,012630,2024-02-01
3015,2830,,008420,2024-02-02
72000,58900,,361610,2024-02-02
7990,8270,,042670,2024-02-02
7600,8460,,138930,2024-02-05
6290,6010,,016590,2024-02-05
52800,55300,,267270,2024-02-06
13990,12900,,013890,2024-02-06
34450,33500,,060980,2024-02-06
67800,70900,,383220,2024-02-07
21150,23750,,126720,2024-02-07
39050,35600,,030200,2024-02-07
71200,73900,,105560,2024-02-07
46000,47300,,055550,2024-02-08
1613,1414,,255220,2024-02-08
3790,3535,,278650,2024-02-08
10910,10840,,024090,2024-02-13
25400,24350,,181710,2024-02-13
3005,2815,,004150,2024-02-13
192100,201500,,145020,2024-02-13
131700,150300,,268280,2024-02-15
17000,14070,,214260,2024-02-15
124000,110000,,067160,2024-02-15
268000,227000,,012330,2024-02-16
17800,17840,,272550,2024-02-16
3395,3025,,203450,2024-02-20
17620,22850,,090460,2024-02-20
6990,6370,,068790,2024-02-21
6220,5910,,050890,2024-02-21
10180,8880,,053580,2024-02-21
25550,22550,,080220,2024-02-21
4010,3895,,061040,2024-02-22
1285,1313,,002450,2024-02-22
3300,3295,,100250,2024-02-23
12950,13160,,230360,2024-02-23
12850,11850,,262260,2024-02-23
7530,10860,,026890,2024-02-23
1389,1147,,204610,2024-02-26
247000,254500,,002030,2024-02-28
3580,4075,,238090,2024-02-28
4755,,,148250,2024-02-29
24550,,,018310,2024-02-29
55200,,,215200,2024-02-29
3625,,,012610,2024-02-29
6280,,,078890,2024-03-04
46700,,,006120,2024-03-05
177500,,,068270,2024-03-05
6230,,,109740,2024-03-05
31700,,,006125,2024-03-05
185000,,,002840,2024-03-06
126100,,,011780,2024-03-06
4160,,,158430,2024-03-07
12790,,,035150,2024-03-08
4980,,,053260,2024-03-08
15990,,,051360,2024-03-11
11210,,,005940,2024-03-11
3455,,,177830,2024-03-12
1658,,,096630,2024-03-12
9340,,,011560,2024-03-12
25150,,,056190,2024-03-13
13560,,,316140,2024-03-13
3050,,,035810,2024-03-14
24450,,,097520,2024-03-14
3315,,,352700,2024-03-14
1798,,,205470,2024-03-18
12250,,,136540,2024-03-18
3605,,,031330,2024-03-18
6130,,,068790,2024-03-18
11760,,,104700,2024-03-19
2435,,,049480,2024-03-19
14950,,,093050,2024-03-20
31000,,,023450,2024-03-20
40500,,,081660,2024-03-20
4190,,,041960,2024-03-20
17850,,,031430,2024-03-20
20100,,,018250,2024-03-21
26400,,,013030,2024-03-22
79400,,,138040,2024-03-22
12670,,,028100,2024-03-25
9000,,,016710,2024-03-25
8290,,,110790,2024-03-26
229500,,,259960,2024-03-26
4130,,,318160,2024-03-26
221000,,,145020,2024-03-27
6200,,,363250,2024-03-28
6340,,,025980,2024-03-28
78800,,,402340,2024-03-28
7960,,,091700,2024-03-29
1395,,,333050,2024-03-29
96300,,,010060,2024-03-29
1309,,,129890,2024-04-01
2820,,,036120,2024-04-01
5200,,,004250,2024-04-02
3175,,,036620,2024-04-02
7950,,,052330,2024-04-02
5010,,,446070,2024-04-02
5910,,,200470,2024-04-02
8690,,,355150,2024-04-03
3720,,,048470,2024-04-03
16830,,,080160,2024-04-04
6930,,,039830,2024-04-05
2080,,,183490,2024-04-05
1852,,,027580,2024-04-08
3155,,,052860,2024-04-08
14470,,,224110,2024-04-09
15220,,,045660,2024-04-09
4315,,,008370,2024-04-11
17860,,,264450,2024-04-12
12620,,,008110,2024-04-12
3220,,,271830,2024-04-15
12530,,,221980,2024-04-16
7060,,,015230,2024-04-16
20900,,,285490,2024-04-17
191500,,,068270,2024-04-17
5290,,,000370,2024-04-18
1599,,,037760,2024-04-18
6480,,,122310,2024-04-19
2335,,,075130,2024-04-22
60000,,,215200,2024-04-22
146400,,,042700,2024-04-23
9110,,,066310,2024-04-23
20800,,,094360,2024-04-24
20800,,,094360,2024-04-24
3880,,,014970,2024-04-25
4015,,,208350,2024-04-25
51900,,,360070,2024-04-25
259000,,,002030,2024-04-26
47000,,,055550,2024-04-26
,,,079370,2024-04-29
,,,411080,2024-04-29
,,,331520,2024-04-29
,,,241560,2024-04-29
,,,016590,2024-04-30
,,,443250,2024-04-30
,,,046310,2024-04-30
,,,327260,2024-05-02
,,,317330,2024-05-02
,,,010130,2024-05-03
,,,000990,2024-05-07
,,,063760,2024-05-08
,,,004170,2024-05-08
,,,036570,2024-05-09
,,,051160,2024-05-10
,,,072020,2024-05-10
,,,012280,2024-05-14
,,,403870,2024-05-14
,,,317400,2024-05-16
,,,278650,2024-05-20
,,,070960,2024-05-21
,,,094360,2024-05-22
,,,094360,2024-05-22
,,,010120,2024-05-23
,,,200670,2024-05-24
,,,405100,2024-05-24
,,,084110,2024-05-24
,,,243070,2024-05-24
,,,159010,2024-05-27
