Date,bitcoin_open,bitcoin_high,bitcoin_low,bitcoin_close,bitcoin_volume,bitcoin_log_price,telecommunication_Open,telecommunication_High,telecommunication_Low,telecommunication_Close,telecommunication_Adj Close,telecommunication_Volume,telecommunication_log_return,telecommunication_realized_volatility
2018-08-15,6194.3,6628.5,6186.02,6272.3,12501.11335,8.743898392519,49.2400016784668,49.29999923706055,48.4900016784668,48.86000061035156,46.38377380371094,555100,-0.014023167057191532,0.6759081729868817
2018-08-16,6273.34,6477.57,6208.37,6313.51,7099.261164,8.75044706078498,49.18999862670898,49.23500061035156,48.7599983215332,48.84000015258789,46.36479187011719,177600,-0.0004094259546958412,0.6701012283091121
2018-08-17,6314.08,6584.49,6290.64,6580.15,6635.58159,8.791812820412114,48.65999984741211,48.810001373291016,48.400001525878906,48.61000061035156,46.14644241333008,226900,-0.004720368753289517,0.6714208561299583
2018-08-20,6481.63,6522.99,6223.9,6260.82,6254.820808,8.742066445930984,48.84999847412109,48.84999847412109,48.37099838256836,48.68999862670898,46.2224006652832,145800,0.001644358376368782,0.6697318403976679
2018-08-21,6260.83,6513.28,6246.05,6479.27,5655.041725,8.776363128679359,48.95000076293945,49.22999954223633,48.810001373291016,48.9900016784668,46.50717926025391,384900,0.006142587922076004,0.6683566106248271
2018-08-22,6478.99,6906.81,6250.0,6355.76,11955.6507,8.757116767346464,48.84999847412109,49.02999877929688,48.75,48.93000030517578,46.45022964477539,501900,-0.0012255183738800746,0.6624075789410069
2018-08-23,6355.97,6575.99,6344.8,6525.01,4028.433872,8.783397764756769,48.880001068115234,49.16999816894531,48.720001220703125,48.72999954223633,46.2603645324707,283700,-0.004095864076482325,0.4547577756229111
2018-08-24,6525.99,6721.09,6445.32,6692.94,6374.542579,8.80880851847059,48.959999084472656,49.43999862670898,48.880001068115234,49.43999862670898,46.93437576293945,330900,0.01446493791097625,0.4263326268148427
2018-08-27,6700.13,6944.47,6641.35,6904.51,5863.688248,8.839930100255156,49.75,50.01900100708008,49.6609992980957,49.91999816894531,47.39005661010742,299200,0.009661902008876844,0.39573113055123976
2018-08-28,6911.7,7125.28,6861.17,7080.94,8222.247652,8.865161946236409,50.060001373291016,50.060001373291016,49.63100051879883,49.70000076293945,47.18120193481445,150200,-0.004416738927912611,0.3908087685545705
2018-08-29,7079.46,7124.06,6890.0,7032.96,5730.978927,8.858362948818504,49.83000183105469,50.02000045776367,49.66999816894531,49.97999954223633,47.44701385498047,270900,0.0056179677943917206,0.3937344432764371
2018-08-30,7034.47,7055.97,6792.85,6984.01,6875.261972,8.851378529362629,49.810001373291016,50.03499984741211,49.47999954223633,49.66999816894531,47.15271759033203,344400,-0.006221823993009412,0.3927317921269809
2018-08-31,6984.34,7101.03,6879.0,7017.35,5790.380506,8.856140932873991,49.619998931884766,49.619998931884766,49.04199981689453,49.18000030517578,46.68755722045898,235000,-0.009914049261531055,0.4031950948481526
2018-09-04,7261.29,7411.85,7231.0,7361.0,4531.147804,8.903951072058707,49.04999923706055,49.04999923706055,48.400001525878906,48.56999969482422,46.10846328735352,343700,-0.01248099291889071,0.4141506359505928
2018-09-05,7353.48,7387.0,6650.0,6679.3,12408.79699,8.80676847062063,48.52000045776367,48.52000045776367,47.7599983215332,47.93999862670898,45.51040649414063,773600,-0.013055849714237233,0.44536313312154546
2018-09-06,6671.95,6705.59,6253.29,6493.09,14674.02367,8.778493813493586,47.90999984741211,47.97999954223633,47.16999816894531,47.58000183105469,45.16865158081055,599600,-0.007537657001684739,0.455263161132054
2018-09-07,6488.01,6525.0,6322.0,6400.0,6541.967471,8.764053269347762,47.27999877929688,47.95000076293945,47.22999954223633,47.68000030517578,45.263580322265625,755700,0.002099485799077261,0.4508340449664079
2018-09-10,6238.99,6351.13,6223.9,6301.99,5371.725307,8.748620735518118,47.97999954223633,47.97999954223633,47.55899810791016,47.77999877929688,45.35850524902344,310900,0.0020950871916580738,0.4387588888594023
2018-09-11,6303.99,6405.0,6162.06,6279.99,7076.79726,8.745123667104288,47.720001220703125,48.36000061035156,47.65999984741211,48.2599983215332,45.814186096191406,615700,0.009995909067965325,0.456126587606002
2018-09-12,6274.6,6350.0,6192.89,6322.45,4282.159601,8.751862070248714,48.130001068115234,48.25,47.84999847412109,48.119998931884766,45.68128204345703,713300,-0.002905156507647,0.4487916681346309
2018-09-13,6326.83,6537.46,6324.37,6485.7,6985.347475,8.77735503232853,48.310001373291016,48.52000045776367,48.209999084472656,48.459999084472656,46.004051208496094,754500,0.007040827586376253,0.42197651804918784
2018-09-14,6482.95,6587.0,6384.36,6476.51,4598.020983,8.77593706401297,48.63999938964844,48.63999938964844,48.25,48.369998931884766,45.91861343383789,1190800,-0.0018589317432380348,0.42259458620060186
2018-09-17,6499.28,6530.24,6200.0,6254.52,4386.887725,8.741059681347341,48.41999816894531,48.41999816894531,47.86000061035156,47.900001525878906,45.47243118286133,810800,-0.009764228480329429,0.4361019562979055
2018-09-18,6251.49,6390.0,6226.63,6332.34,4196.473148,8.753425115074196,47.95000076293945,48.40999984741211,47.900001525878906,48.2400016784668,45.79520034790039,430100,0.007073050940638925,0.4446325403988311
2018-09-19,6330.0,6510.0,6100.0,6388.4,7232.08338,8.762239124782154,48.290000915527344,48.41999816894531,47.9900016784668,48.369998931884766,45.91861343383789,2385200,0.0026911775396905036,0.43915563335389407
2018-09-20,6388.4,6535.11,6333.63,6492.98,5177.645104,8.778476872263484,48.77000045776367,48.95000076293945,48.52000045776367,48.900001525878906,46.42174911499024,4554200,0.010897662932185526,0.4598623895920033
2018-09-21,6492.98,6775.34,6483.83,6749.45,8569.985873,8.817216299065297,49.02000045776367,49.040000915527344,48.41999816894531,48.54999923706055,46.2142333984375,7974600,-0.007183248662069541,0.46583463836606465
2018-09-24,6703.37,6721.68,6550.96,6581.52,4030.72562,8.792021000681784,48.209999084472656,48.619998931884766,48.0099983215332,48.54999923706055,46.2142333984375,6769400,0.0,0.4287001893985718
2018-09-25,6578.7,6579.59,6324.96,6428.99,8206.617005,8.768572728688618,48.540000915527344,48.650001525878906,48.25,48.56999969482422,46.23326873779297,3994500,0.00041187105161411,0.41108413363631574
2018-09-26,6428.09,6540.0,6379.44,6461.51,4295.926741,8.773618315592309,48.650001525878906,49.25,48.59999847412109,48.7599983215332,46.41411972045898,5688600,0.003904220115605206,0.41025980719989963
2018-09-27,6454.32,6736.85,6431.95,6681.62,5664.852113,8.807115752098749,49.060001373291016,49.52999877929688,48.88999938964844,49.18000030517578,46.81392288208008,3649400,0.008576772803285504,0.4183072377980998
2018-09-28,6684.5,6792.28,6525.67,6610.76,7642.049364,8.796453903543458,49.06999969482422,49.119998931884766,48.79800033569336,49.0,46.6425895690918,2306600,-0.003666744882702133,0.41348482802371167
2018-10-01,6597.79,6638.15,6477.57,6571.2,4796.040132,8.790451743202293,49.16999816894531,49.220001220703125,48.56999969482422,48.79999923706055,46.45220565795898,7636900,-0.004090000885530465,0.3975187986151232
2018-10-02,6569.32,6597.0,6447.28,6500.0,4116.133424,8.779557455883728,48.77000045776367,48.9630012512207,48.58000183105469,48.7599983215332,46.41411972045898,5823500,-0.000820027035052906,0.3652356557968863
2018-10-03,6500.0,6510.0,6396.34,6456.77,4774.763282,8.772884471734965,49.02999877929688,49.18999862670898,48.84999847412109,48.97999954223633,46.62355422973633,5146200,0.00450177198804802,0.330987971431206
2018-10-04,6454.81,6604.89,6450.58,6547.56,3832.700489,8.786847740142857,48.93000030517578,48.93000030517578,47.869998931884766,48.27999877929688,45.957218170166016,5292200,-0.014394671232586642,0.3652793440198374
2018-10-05,6548.83,6641.35,6510.0,6582.12,3807.269282,8.792112160877657,48.34999847412109,48.52999877929688,47.47999954223633,47.81999969482422,45.51935958862305,2648400,-0.009573415297086108,0.3837702553806983
2018-10-08,6574.15,6656.63,6541.06,6604.75,4079.044249,8.795544366126542,47.59999847412109,47.83000183105469,47.0099983215332,47.65999984741211,45.36704254150391,2170000,-0.0033514871794144696,0.38518309367943515
2018-10-09,6604.76,6623.14,6553.13,6588.8,2254.95027,8.793126516833471,47.65999984741211,48.119998931884766,47.56999969482422,47.630001068115234,45.338497161865234,1991400,-0.0006296312309728158,0.3640960596117624
2018-10-10,6588.72,6589.79,6387.91,6517.55,5177.06676,8.78225381743147,47.52999877929688,47.540000915527344,45.709999084472656,45.75,43.548946380615234,4050700,-0.04027104551650096,0.6234550304200158
2018-10-11,6517.55,6520.43,6055.28,6152.76,9616.239584,8.724656040616525,45.65999984741211,46.27000045776367,44.93000030517578,45.36000061035156,43.17771530151367,8840700,-0.008561118846311278,0.6264677830666838
2018-10-12,6152.76,6243.79,6109.79,6185.15,3246.381557,8.729906536755628,46.43999862670898,46.5,45.59000015258789,46.369998931884766,44.13911819458008,5877600,0.022022002493532256,0.6847677575629291
2018-10-15,6185.04,6756.0,6149.28,6441.74,16895.8893,8.770553968940048,46.209999084472656,46.68000030517578,46.0,46.18999862670898,43.967769622802734,1576900,-0.003889380657586816,0.67540527508842
2018-10-16,6438.2,6493.77,6386.4,6461.2,4703.093906,8.773570338039603,46.68999862670898,47.505001068115234,46.61000061035156,47.40999984741211,45.12907791137695,3707300,0.026069878984388062,0.7457407425178931
2018-10-17,6457.67,6465.39,6407.69,6437.29,2961.263374,8.76986292308068,47.7400016784668,47.7400016784668,47.11000061035156,47.59999847412109,45.3099365234375,4571000,0.0039995554855418725,0.7466719770333463
2018-10-18,6440.07,6490.0,6350.0,6396.18,3823.169285,8.763456216146968,47.4900016784668,47.4900016784668,46.37699890136719,46.72999954223633,44.48179626464844,21297200,-0.018446382264686534,0.7698610022194495
2018-10-19,6394.23,6412.4,6355.99,6383.46,2290.059012,8.761465549085843,47.0,47.40999984741211,46.540000915527344,46.720001220703125,44.4722785949707,3544400,-0.00021398226837288092,0.7645268897350682
2018-10-22,6412.62,6429.23,6372.53,6406.06,2407.535462,8.764999696344411,46.9900016784668,47.119998931884766,46.5099983215332,46.68999862670898,44.44371795654297,2711700,-0.0006423850781480667,0.7645697344294421
2018-10-23,6409.39,6421.58,6354.26,6393.41,2851.005567,8.763023051355397,46.02999877929688,46.790000915527344,45.63800048828125,46.59000015258789,44.34853363037109,2779600,-0.0021440504660601434,0.7650292538703427
2018-10-24,6396.24,6473.0,6393.0,6411.96,3535.338088,8.765920275406804,46.58000183105469,46.58000183105469,44.31999969482422,44.369998931884766,42.2353401184082,3552300,-0.04882238778592374,0.9804459103595826
2018-10-25,6411.96,6422.73,6361.73,6393.53,3046.603806,8.763041820505796,45.16999816894531,46.150001525878906,45.16999816894531,45.84000015258789,43.634613037109375,3391700,0.03259353441728763,1.057474582083387
2018-10-26,6393.38,6450.3,6377.81,6406.1,3323.826318,8.765005940412546,44.43000030517578,45.59999847412109,44.040000915527344,44.59999847412109,42.45426940917969,5229100,-0.0274232509217045,1.1115354192514995
2018-10-29,6404.27,6420.0,6208.37,6266.52,5190.822015,8.742976455620727,45.29999923706055,45.59999847412109,43.06999969482422,43.90999984741211,41.79747009277344,3491000,-0.015591743714874706,1.1275859977893004
2018-10-30,6266.47,6289.0,6240.0,6269.46,2523.577429,8.743445505516133,43.84000015258789,45.16999816894531,43.665000915527344,45.11000061035156,42.939735412597656,6283600,0.026961883851987167,1.1776047403686827
2018-10-31,6269.45,6350.0,6199.25,6303.27,5148.082624,8.74882382534005,45.9900016784668,46.54999923706055,45.790000915527344,46.040000915527344,43.82499313354492,3577200,0.02040663878855975,1.2040133192336915
2018-11-01,6304.5,6365.33,6288.01,6340.99,2190.970477,8.754790186660466,46.18999862670898,46.40999984741211,45.7400016784668,46.310001373291016,44.08200454711914,2550000,0.00584734640781015,1.1925519676873506
2018-11-02,6343.85,6381.25,6328.33,6350.43,2678.069481,8.756277806129509,46.45000076293945,46.74800109863281,45.540000915527344,45.84000015258789,43.634613037109375,2628600,-0.01020087441177786,1.1933775679109118
2018-11-05,6428.23,6441.43,6369.89,6403.2,2335.488655,8.764553144389414,45.93000030517578,45.93000030517578,45.31999969482422,45.650001525878906,43.453758239746094,2439500,-0.004153435268607897,1.1937778377468113
2018-11-06,6404.97,6460.01,6378.24,6447.5,4270.3346,8.7714477377555,45.70000076293945,46.18000030517578,45.56999969482422,45.91999816894531,43.71076583862305,2040300,0.0058970716698434344,1.1960616785596427
2018-11-07,6448.17,6544.0,6442.47,6501.0,4800.824913,8.77971129020447,46.38999938964844,46.790000915527344,46.16999816894531,46.7599983215332,44.5103645324707,2705800,0.018127388572085845,1.1069156555471598
2018-11-08,6501.0,6511.27,6388.88,6405.49,3966.973032,8.76491071413689,46.790000915527344,46.790000915527344,46.04999923706055,46.31999969482422,44.09152221679688,1295700,-0.009454274032195897,1.1080689522208782
2018-11-09,6405.49,6418.18,6307.0,6325.0,3218.129026,8.752265313595721,45.7400016784668,45.90999984741211,45.0099983215332,45.369998931884766,43.18721771240234,2234500,-0.020722756542767673,1.1040832915342487
2018-11-12,6352.57,6388.21,6298.5,6318.0,3526.039032,8.75115798136203,45.31999969482422,45.369998931884766,44.5,44.68999862670898,42.53994369506836,1203700,-0.015101337917457602,1.1192870900576513
2018-11-13,6318.01,6328.36,6244.35,6260.91,3630.562721,8.742080820941466,44.88999938964844,45.290000915527344,44.459999084472656,44.54999923706055,42.40667343139648,2186100,-0.0031375954247372384,1.07073203043599
2018-11-14,6255.86,6298.47,5324.0,5595.91,25121.93301,8.629791252739672,45.02999877929688,45.150001525878906,44.40999984741211,44.77000045776367,42.61609649658203,2137500,0.004926145686306782,1.0713449959656909
2018-11-15,5592.23,5641.0,5199.8,5585.0,19945.90828,8.6278397115033,44.560001373291016,45.18000030517578,44.13600158691406,45.09999847412109,42.930213928222656,3864100,0.007343930197736714,1.049914969601641
2018-11-16,5571.12,5610.0,5411.74,5508.71,8074.605576,8.61408575495443,44.84000015258789,45.04999923706055,44.45000076293945,44.880001068115234,42.7208137512207,2092100,-0.004889927661597238,1.0517178075436475
2018-11-19,5553.01,5559.69,4694.44,4735.44,28910.66553,8.462829926329315,44.72999954223633,44.7599983215332,43.38999938964844,43.52000045776367,41.42622375488281,2358000,-0.030771671947646073,1.1208809077481565
2018-11-20,4732.92,4897.36,4048.58,4352.0,39775.38944,8.378390788535778,42.7400016784668,43.41999816894531,42.380001068115234,42.95000076293945,40.8836555480957,5028200,-0.013183946872456165,1.1328015261326663
2018-11-21,4349.41,4635.0,4242.33,4538.01,20678.25001,8.420243868951285,43.38999938964844,43.86000061035156,43.31999969482422,43.459999084472656,41.369117736816406,3187400,0.011804287568609073,0.9627755268682993
2018-11-23,4268.4,4364.46,4061.02,4288.26,13322.77737,8.363636335240809,43.18999862670898,43.33000183105469,42.88999938964844,42.88999938964844,40.82654571533203,667100,-0.013202269464144045,0.8865391769517267
2018-11-26,3934.22,4069.59,3522.28,3727.34,24357.88294,8.223450121505685,43.38999938964844,43.880001068115234,43.27999877929688,43.869998931884766,41.7593879699707,2563700,0.022592006532678344,0.8646326339637567
2018-11-27,3727.34,3834.35,3548.76,3771.01,16814.00297,8.235098149071336,43.720001220703125,44.150001525878906,43.52999877929688,44.0099983215332,41.89265823364258,2114400,0.003186151853853403,0.8429746766611907
2018-11-28,3771.01,4355.08,3771.0,4220.16,22983.71349,8.347628321003256,44.2400016784668,44.93000030517578,43.72999954223633,44.93000030517578,42.76839447021485,2707400,0.02068888718962425,0.8143407501395857
2018-11-29,4219.77,4409.77,4086.97,4249.8,15944.01263,8.354627201987633,44.68999862670898,45.30500030517578,44.53499984741211,45.08000183105469,42.91117858886719,2247700,0.0033329999151510137,0.7738229343503006
2018-11-30,4250.0,4300.0,3861.0,3971.06,14364.62145,8.2867883405613,45.15999984741211,45.15999984741211,44.63999938964844,45.0099983215332,42.84454727172852,5563500,-0.001554079775603956,0.7705563762395264
2018-12-03,4099.63,4115.15,3747.0,3834.34,10726.6773,8.251752599903256,45.97999954223633,45.97999954223633,44.900001525878906,45.08000183105469,42.91117858886719,5790400,0.001554079775603956,0.7600133800859132
2018-12-04,3830.81,4033.98,3730.0,3903.52,12249.93689,8.26963398915424,45.0,45.2599983215332,43.650001525878906,43.75,41.64517211914063,3268000,-0.02994711698584629,0.8469133762114264
2018-12-06,3694.03,3844.79,3415.22,3437.26,15480.96697,8.142429921355605,43.09999847412109,44.2400016784668,42.970001220703125,44.2400016784668,42.11159133911133,3560400,0.01113778235048235,0.8552400392589692
2018-12-07,3437.22,3531.0,3210.0,3380.68,26513.23162,8.125832151674345,44.09000015258789,44.45000076293945,43.209999084472656,43.400001525878906,41.31200408935547,2625800,-0.019169918889246684,0.8588414760155131
2018-12-10,3528.68,3588.43,3355.0,3408.0,10375.26877,8.133880887949207,43.52000045776367,43.93999862670898,42.90700149536133,43.72999954223633,41.62613296508789,3379500,0.007574878692015119,0.8558782885860063
2018-12-11,3406.41,3427.27,3292.65,3353.42,8951.710708,8.117735999582063,44.2599983215332,44.36000061035156,43.52999877929688,43.77000045776367,41.66420364379883,4425900,0.0009143067043186903,0.8151586567298212
2018-12-12,3345.01,3490.0,3325.7,3430.18,7284.103782,8.140368016917167,44.18000030517578,44.83000183105469,44.18000030517578,44.2400016784668,42.11159133911133,3352600,0.010680733492912875,0.8039834495247818
2018-12-13,3430.2,3441.13,3221.14,3262.73,11715.01908,8.090319547230367,44.380001068115234,44.540000915527344,43.7599983215332,44.040000915527344,41.92121124267578,1984100,-0.004531062511085704,0.8050378252173992
2018-12-14,3263.55,3294.81,3135.55,3195.75,14437.50527,8.06957708104813,43.59000015258789,44.13999938964844,43.52000045776367,43.61000061035156,41.511905670166016,1910800,-0.00981183679266584,0.8121067973692658
2018-12-17,3191.41,3590.0,3181.26,3496.73,16389.79445,8.159583525046289,43.45000076293945,43.84000015258789,42.43999862670898,42.7599983215332,40.70279693603516,3275000,-0.019683448946709703,0.8440762291330277
2018-12-18,3499.37,3684.0,3422.77,3667.16,13792.36428,8.207172799516515,42.9900016784668,43.41999816894531,42.70000076293945,42.95000076293945,40.8836555480957,3597400,0.004433619290053148,0.8436760338273933
2018-12-19,3667.16,3924.01,3642.69,3684.5,21125.61438,8.211890110207055,42.88999938964844,43.56999969482422,41.790000915527344,42.02999877929688,40.00791549682617,5714100,-0.021653046220287298,0.7974304985119224
2018-12-20,3684.03,4172.07,3656.75,4073.77,25986.85292,8.312324139621156,41.77999877929688,42.209999084472656,40.766998291015625,41.290000915527344,39.303524017333984,9067000,-0.017763257902310592,0.8114150425136603
2018-12-21,4073.58,4162.0,3770.0,3841.08,16967.23461,8.253508856038405,41.2599983215332,41.61000061035156,39.5,39.810001373291016,38.018096923828125,7987400,-0.03650219056274251,0.9207637915101647
2018-12-24,3947.82,4236.84,3944.84,4036.0,12017.91713,8.3030093814735,39.52999877929688,40.15999984741211,38.970001220703125,38.970001220703125,37.21592330932617,3888500,-0.02132602083356394,0.9446364485800874
2018-12-26,3780.0,3863.34,3678.8,3810.01,10064.18282,8.245387092789219,39.27000045776367,41.18000030517578,39.04100036621094,41.15999984741211,39.30733871459961,4104000,0.054674756583867,1.1339722158021652
2018-12-27,3810.01,3841.17,3566.0,3591.69,11850.01238,8.186378122802457,40.59000015258789,41.34999847412109,39.75,41.34999847412109,39.4887924194336,3768600,0.0046054773094938994,1.134746090738287
2018-12-28,3590.26,3970.0,3575.0,3884.97,13055.71841,8.26487054076421,41.5099983215332,41.84000015258789,40.959999084472656,41.220001220703125,39.36463928222656,2631900,-0.0031487794915006084,1.1051102726909499
2018-12-31,3831.03,3842.89,3630.0,3693.3,6667.163737,8.21427564632168,41.540000915527344,41.68000030517578,40.7599983215332,41.27999877929688,39.42194366455078,5303600,0.0014544865253571793,1.1044640914892194
2019-01-02,3825.41,3918.67,3770.0,3885.87,5534.469515,8.265102175955265,40.59999847412109,42.03499984741211,40.52000045776367,41.83000183105469,39.94718933105469,4625800,0.01323573762581498,1.1168123517179864
2019-01-03,3890.27,3893.4,3760.0,3787.81,4803.246109,8.239543294653064,41.560001373291016,41.880001068115234,41.060001373291016,41.130001068115234,39.2786979675293,3433700,-0.016876021016243747,1.1367063205023604
2019-01-04,3785.64,3850.33,3732.38,3817.71,7452.058944,8.247406045402986,41.810001373291016,43.0099983215332,41.66999816894531,42.900001525878906,40.969024658203125,2647900,0.042134053290661555,1.1964797381140515
2019-01-07,4040.71,4070.0,3964.01,4005.45,7445.096004,8.29541121274116,42.95000076293945,43.56999969482422,42.810001373291016,43.38999938964844,41.43695831298828,4048400,0.011357124241374805,1.1968070427264406
2019-01-08,4005.0,4112.0,3934.73,3994.9,11819.98677,8.292773826597976,43.810001373291016,44.18000030517578,43.4900016784668,44.119998931884766,42.13409805297852,2144800,0.016684184432362414,1.1908811049803891
2019-01-09,3994.75,4060.0,3948.44,4002.13,7390.133992,8.294581998374214,44.2599983215332,44.290000915527344,43.790000915527344,44.18000030517578,42.19140625,1840800,0.0013590347235457045,1.1871737765613495
2019-01-10,4003.09,4036.22,3503.44,3627.51,16118.42088,8.196301741474047,43.9900016784668,44.33000183105469,43.65999984741211,44.27000045776367,42.2773551940918,1340500,0.002035052184791386,1.1873947759116086
2019-01-11,3627.65,3704.6,3569.85,3632.02,10571.08164,8.197544246313953,43.9900016784668,44.119998931884766,43.65999984741211,44.04999923706055,42.0672607421875,1227900,-0.004981922021980889,1.1814125744556583
2019-01-14,3517.03,3714.0,3506.0,3664.28,9925.990722,8.206387142088195,43.7599983215332,44.0620002746582,43.54999923706055,43.88999938964844,41.91445159912109,2344900,-0.00363884526858671,1.1809226971482318
2019-01-15,3664.28,3687.02,3534.68,3576.93,8059.817378,8.182260169595908,44.11000061035156,44.720001220703125,44.02999877929688,44.619998931884766,42.61160659790039,2459700,0.016495675272598653,1.1926835317351165
2019-01-16,3576.92,3669.0,3570.48,3605.91,7675.066064,8.190329445049134,44.66999816894531,44.77999877929688,44.369998931884766,44.43000030517578,42.430152893066406,20343800,-0.0042672412498441226,1.1678506926288394
2019-01-17,3609.5,3660.0,3534.25,3638.01,7499.52553,8.199192107837346,44.33000183105469,44.72999954223633,44.18999862670898,44.61000061035156,42.60205078125,3311000,0.004043139005613483,1.167625686409759
2019-01-18,3638.01,3641.9,3577.0,3609.21,5023.510291,8.191244190813615,44.93999862670898,45.275001525878906,44.7599983215332,44.970001220703125,42.94585037231445,3375800,0.00803756510533038,1.1398116961780362
2019-01-22,3531.51,3615.8,3401.36,3576.81,6877.063676,8.182226620710987,44.65999984741211,44.720001220703125,43.7599983215332,44.040000915527344,42.057708740234375,4343200,-0.02089729528442863,1.14821889850364
2019-01-23,3574.44,3620.23,3518.0,3552.32,6170.842672,8.175356190144281,44.290000915527344,44.369998931884766,43.43999862670898,43.84000015258789,41.8667106628418,2540500,-0.004551686522696663,1.0536424471963406
2019-01-24,3553.2,3598.0,3524.0,3570.73,4488.014638,8.18052533566285,43.81999969482422,44.09000015258789,43.59000015258789,44.040000915527344,42.057708740234375,2878700,0.004551686522696663,1.0204154335665976
2019-01-25,3570.67,3578.79,3511.0,3560.0,4961.795123,8.177515823846075,44.43000030517578,44.7400016784668,44.34999847412109,44.59999847412109,42.59249496459961,3341100,0.012635492170466112,0.7694210270004445
2019-01-28,3532.23,3536.77,3357.3,3429.5,10345.10091,8.140169756939375,44.18000030517578,44.27000045776367,43.82099914550781,44.209999084472656,42.22005081176758,4328200,-0.008782837683937395,0.7751695407737438
